,Estado,Situação Sensitária,Acesso a internet em casa,Acesso através de 3g ou 4g,Renda domiciliar mensal per capita,Movel_Total,Fixa_Total
64896,31,1,Não,,914.0,,
64897,31,1,Não,,362.0,,
64898,31,1,Não,,724.0,,
64899,31,1,Não,,687.0,,
64900,31,1,Não,,724.0,,
64901,31,1,Sim,Sim,230.0,Urb,Urb
64902,31,1,Sim,Sim,411.0,Urb,Urb
64903,31,1,Não,,962.0,,
64904,31,1,Sim,Sim,857.0,Urb,Urb
64905,31,1,Não,,1500.0,,
64906,31,1,Sim,Sim,1800.0,Urb,Urb
64907,31,1,Não,,969.0,,
64910,31,1,Sim,Não,616.0,Urb,
64911,31,1,Sim,Sim,1062.0,Urb,Urb
64912,31,1,Sim,Não,1425.0,Urb,
64913,31,1,Sim,Não,1800.0,Urb,
64915,31,1,Sim,Sim,625.0,Urb,Urb
64916,31,1,Sim,Não,1500.0,Urb,
64917,31,1,Sim,Sim,988.0,Urb,Urb
64918,31,1,Não,,940.0,,
64920,31,1,Não,,670.0,,
64921,31,1,Não,,1762.0,,
64923,31,1,Sim,Não,1040.0,Urb,
64925,31,1,Não,,60.0,,
64928,31,1,Sim,Sim,835.0,Urb,Urb
64930,31,1,Não,,1497.0,,
64931,31,1,Sim,Não,743.0,Urb,
64932,31,8,Não,,724.0,,
64933,31,8,Não,,466.0,,
64934,31,8,Sim,Sim,359.0,Rur,Rur
64937,31,8,Não,,724.0,,
64941,31,8,Não,,482.0,,
64944,31,8,Não,,466.0,,
64945,31,8,Não,,5000.0,,
64946,31,8,Não,,281.0,,
64948,31,1,Não,,245.0,,
64950,31,1,Sim,Não,1462.0,Urb,
64951,31,1,Não,,1524.0,,
64953,31,1,Não,,2224.0,,
64954,31,1,Não,,817.0,,
64955,31,1,Não,,1034.0,,
64956,31,1,Não,,1390.0,,
64959,31,1,Sim,Não,970.0,Urb,
64960,31,1,Não,,2033.0,,
64961,31,1,Não,,1448.0,,
64962,31,1,Não,,268.0,,
64963,31,1,Não,,1086.0,,
64964,31,1,Sim,Não,67.0,Urb,
64965,31,8,Não,,482.0,,
64966,31,8,Sim,Não,2333.0,Rur,
64967,31,8,Não,,250.0,,
64968,31,8,Não,,4050.0,,
64970,31,8,Não,,724.0,,
64971,31,8,Não,,284.0,,
64972,31,8,Não,,350.0,,
64974,31,8,Não,,1386.0,,
64976,31,8,Não,,370.0,,
64979,31,8,Não,,395.0,,
64980,31,8,Não,,3750.0,,
64981,31,1,Sim,Não,1086.0,Urb,
64982,31,1,Sim,Sim,1333.0,Urb,Urb
64983,31,1,Não,,1206.0,,
64984,31,1,Não,,724.0,,
64985,31,1,Sim,Sim,1475.0,Urb,Urb
64986,31,1,Sim,Não,570.0,Urb,
64990,31,1,Não,,2086.0,,
64991,31,1,Sim,Sim,962.0,Urb,Urb
64992,31,1,Sim,Sim,1475.0,Urb,Urb
64993,31,1,Sim,Sim,1150.0,Urb,Urb
64994,31,1,Sim,Sim,850.0,Urb,Urb
64996,31,1,Sim,Não,974.0,Urb,
64997,31,1,Não,,799.0,,
64998,31,1,Sim,Sim,931.0,Urb,Urb
64999,31,1,Sim,Sim,497.0,Urb,Urb
65000,31,1,Não,,912.0,,
65001,31,1,Sim,Sim,1000.0,Urb,Urb
65002,31,1,Sim,Sim,1833.0,Urb,Urb
65003,31,1,Não,,724.0,,
65004,31,1,Não,,1274.0,,
65005,31,1,Não,,1090.0,,
65006,31,1,Não,,724.0,,
65007,31,1,Não,,9400.0,,
65008,31,1,Sim,Sim,981.0,Urb,Urb
65009,31,1,Sim,Não,1100.0,Urb,
65010,31,1,Sim,Sim,422.0,Urb,Urb
65012,31,1,Não,,724.0,,
65013,31,1,Sim,Sim,666.0,Urb,Urb
65014,31,1,Sim,Não,437.0,Urb,
65015,31,1,Sim,Sim,181.0,Urb,Urb
65016,31,1,Sim,Sim,986.0,Urb,Urb
65017,31,1,Sim,Sim,1062.0,Urb,Urb
65018,31,1,Sim,Sim,974.0,Urb,Urb
65019,31,1,Não,,869.0,,
65020,31,1,Sim,Sim,425.0,Urb,Urb
65021,31,1,Não,,567.0,,
65022,31,1,Sim,Não,384.0,Urb,
65023,31,1,Não,,362.0,,
65024,31,1,Não,,1000.0,,
65025,31,1,Sim,Sim,1000.0,Urb,Urb
65026,31,1,Sim,Sim,808.0,Urb,Urb
65027,31,1,Não,,574.0,,
65028,31,1,Sim,Não,2233.0,Urb,
65030,31,1,Sim,Sim,412.0,Urb,Urb
65031,31,1,Sim,Sim,625.0,Urb,Urb
65032,31,1,Não,,724.0,,
65033,31,1,Não,,674.0,,
65034,31,1,Sim,Sim,740.0,Urb,Urb
65036,31,1,Sim,Não,1775.0,Urb,
65037,31,1,Não,,724.0,,
65038,31,1,Não,,762.0,,
65039,31,1,Não,,724.0,,
65041,31,1,Sim,Não,1850.0,Urb,
65042,31,1,Não,,1000.0,,
65043,31,1,Sim,Sim,331.0,Urb,Urb
65044,31,1,Sim,Sim,1066.0,Urb,Urb
65046,31,1,Não,,362.0,,
65047,31,1,Sim,Sim,1215.0,Urb,Urb
65048,31,1,Não,,362.0,,
65049,31,1,Sim,Sim,1014.0,Urb,Urb
65050,31,1,Não,,100.0,,
65051,31,1,Não,,311.0,,
65052,31,1,Não,,908.0,,
65053,31,1,Não,,724.0,,
65055,31,1,Não,,758.0,,
65056,31,1,Não,,315.0,,
65057,31,1,Sim,Sim,525.0,Urb,Urb
65058,31,1,Não,,225.0,,
65059,31,1,Sim,Sim,850.0,Urb,Urb
65060,31,1,Não,,624.0,,
65061,31,1,Não,,445.0,,
65062,31,1,Sim,Sim,520.0,Urb,Urb
65063,31,1,Não,,346.0,,
65065,31,1,Sim,Não,666.0,Urb,
65066,31,1,Sim,Sim,608.0,Urb,Urb
65067,31,1,Sim,Não,417.0,Urb,
65068,31,1,Não,,950.0,,
65069,31,1,Não,,241.0,,
65070,31,1,Não,,241.0,,
65071,31,1,Não,,724.0,,
65072,31,1,Sim,Sim,384.0,Urb,Urb
65073,31,1,Sim,Sim,462.0,Urb,Urb
65074,31,1,Não,,278.0,,
65075,31,1,Sim,Não,292.0,Urb,
65076,31,1,Sim,Não,766.0,Urb,
65077,31,1,Sim,Não,1945.0,Urb,
65078,31,1,Não,,1448.0,,
65080,31,1,Não,,370.0,,
65081,31,1,Não,,3700.0,,
65082,31,1,Sim,Sim,365.0,Urb,Urb
65083,31,1,Sim,Sim,732.0,Urb,Urb
65084,31,1,Não,,60.0,,
65085,31,1,Não,,115.0,,
65086,31,1,Não,,6600.0,,
65088,31,1,Não,,1262.0,,
65089,31,1,Sim,Sim,900.0,Urb,Urb
65091,31,1,Sim,Sim,366.0,Urb,Urb
65092,31,1,Sim,Não,549.0,Urb,
65094,31,1,Não,,1448.0,,
65095,31,1,Não,,246.0,,
65096,31,1,Não,,366.0,,
65097,31,1,Não,,482.0,,
65098,31,1,Não,,500.0,,
65099,31,1,Não,,2000.0,,
65100,31,1,Não,,774.0,,
65101,31,1,Não,,241.0,,
65102,31,1,Sim,Sim,275.0,Urb,Urb
65103,31,1,Não,,1680.0,,
65104,31,1,Não,,1200.0,,
65105,31,1,Sim,Sim,750.0,Urb,Urb
65106,31,1,Sim,Sim,2100.0,Urb,Urb
65108,31,3,Não,,362.0,,
65109,31,3,Não,,724.0,,
65110,31,3,Sim,Não,1666.0,Urb,
65111,31,3,Não,,960.0,,
65112,31,3,Sim,Não,889.0,Urb,
65113,31,3,Sim,Sim,926.0,Urb,Urb
65114,31,3,Não,,724.0,,
65115,31,3,Não,,181.0,,
65116,31,3,Não,,289.0,,
65117,31,3,Não,,482.0,,
65118,31,3,Não,,242.0,,
65119,31,3,Sim,Sim,403.0,Urb,Urb
65120,31,3,Não,,372.0,,
65121,31,3,Não,,852.0,,
65124,31,8,Sim,Sim,2200.0,Rur,Rur
65127,31,8,Não,,281.0,,
65128,31,8,Não,,241.0,,
65131,31,8,Não,,482.0,,
65134,31,8,Não,,154.0,,
65135,31,8,Não,,812.0,,
65136,31,8,Não,,253.0,,
65137,31,8,Não,,278.0,,
65139,31,8,Não,,1086.0,,
65140,31,8,Não,,422.0,,
65142,31,8,Não,,1811.0,,
65143,31,8,Não,,369.0,,
65145,31,8,Não,,1174.0,,
65147,31,8,Não,,400.0,,
65148,31,8,Não,,724.0,,
65150,31,8,Não,,188.0,,
65151,31,8,Não,,487.0,,
65152,31,8,Não,,361.0,,
65154,31,1,Não,,3621.0,,
65155,31,1,Sim,Não,724.0,Urb,
65156,31,1,Não,,362.0,,
65157,31,1,Sim,Sim,1875.0,Urb,Urb
65158,31,1,Sim,Não,3200.0,Urb,
65160,31,1,Não,,128.0,,
65161,31,1,Sim,Não,2500.0,Urb,
65162,31,1,Não,,1600.0,,
65163,31,1,Sim,Não,2000.0,Urb,
65164,31,1,Sim,Sim,1233.0,Urb,Urb
65165,31,1,Sim,Sim,362.0,Urb,Urb
65166,31,1,Não,,85.0,,
65168,31,1,Sim,Sim,82.0,Urb,Urb
65169,31,1,Sim,Sim,66.0,Urb,Urb
65171,31,1,Sim,Sim,362.0,Urb,Urb
65172,31,1,Não,,1324.0,,
65173,31,1,Sim,Sim,1408.0,Urb,Urb
65174,31,1,Não,,46.0,,
65175,31,1,Não,,413.0,,
65176,31,1,Não,,362.0,,
65177,31,1,Não,,724.0,,
65178,31,1,Não,,703.0,,
65180,31,1,Sim,Sim,724.0,Urb,Urb
65181,31,1,Não,,198.0,,
65182,31,1,Não,,300.0,,
65184,31,1,Não,,724.0,,
65185,31,8,Não,,724.0,,
65186,31,8,Não,,244.0,,
65187,31,8,Não,,281.0,,
65189,31,8,Não,,219.0,,
65191,31,8,Não,,0.0,,
65192,31,8,Não,,84.0,,
65193,31,8,Não,,724.0,,
65195,31,8,Não,,724.0,,
65196,31,8,Não,,299.0,,
65197,31,8,Não,,390.0,,
65199,31,1,Sim,Sim,543.0,Urb,Urb
65200,31,1,Não,,537.0,,
65201,31,1,Não,,439.0,,
65202,31,1,Não,,1202.0,,
65203,31,1,Não,,462.0,,
65204,31,1,Sim,Sim,612.0,Urb,Urb
65205,31,1,Não,,306.0,,
65206,31,1,Sim,Sim,451.0,Urb,Urb
65207,31,1,Não,,724.0,,
65208,31,1,Não,,1300.0,,
65209,31,1,Não,,592.0,,
65210,31,1,Sim,Sim,2885.0,Urb,Urb
65212,31,1,Não,,482.0,,
65213,31,1,Sim,Sim,362.0,Urb,Urb
65214,31,1,Sim,Sim,1600.0,Urb,Urb
65215,31,1,Sim,Sim,503.0,Urb,Urb
65216,31,5,Sim,Não,241.0,Rur,
65217,31,5,Não,,912.0,,
65218,31,5,Não,,724.0,,
65219,31,5,Não,,310.0,,
65220,31,5,Não,,724.0,,
65221,31,5,Não,,145.0,,
65223,31,5,Não,,724.0,,
65224,31,5,Sim,Não,641.0,Rur,
65225,31,5,Sim,Não,886.0,Rur,
65226,31,5,Não,,724.0,,
65228,31,5,Não,,0.0,,
65229,31,1,Não,,1812.0,,
65231,31,1,Sim,Sim,1600.0,Urb,Urb
65232,31,1,Sim,Sim,9500.0,Urb,Urb
65234,31,1,Não,,800.0,,
65235,31,1,Sim,Sim,1644.0,Urb,Urb
65237,31,1,Sim,Sim,1000.0,Urb,Urb
65238,31,1,Sim,Não,380.0,Urb,
65239,31,1,Sim,Não,2980.0,Urb,
65240,31,1,Sim,Não,800.0,Urb,
65241,31,1,Sim,Sim,1150.0,Urb,Urb
65242,31,1,Sim,Não,500.0,Urb,
65243,31,1,Sim,Sim,1225.0,Urb,Urb
65244,31,1,Sim,Sim,500.0,Urb,Urb
65245,31,1,Não,,800.0,,
65246,31,1,Não,,1000.0,,
65247,31,1,Não,,548.0,,
65249,31,1,Sim,Sim,794.0,Urb,Urb
65250,31,1,Sim,Não,5666.0,Urb,
65251,31,1,Não,,912.0,,
65252,31,1,Não,,1300.0,,
65253,31,1,Não,,789.0,,
65254,31,1,Sim,Sim,1032.0,Urb,Urb
65255,31,1,Sim,Sim,930.0,Urb,Urb
65256,31,1,Não,,756.0,,
65257,31,1,Sim,Não,886.0,Urb,
65258,31,1,Não,,1500.0,,
65259,31,1,Não,,724.0,,
65260,31,1,Não,,762.0,,
65261,31,1,Sim,Sim,2162.0,Urb,Urb
65262,31,1,Não,,641.0,,
65263,31,1,Não,,691.0,,
65264,31,1,Não,,466.0,,
65265,31,1,Sim,Não,1833.0,Urb,
65266,31,1,Sim,Sim,196.0,Urb,Urb
65267,31,1,Não,,820.0,,
65268,31,1,Sim,Não,806.0,Urb,
65269,31,1,Sim,Não,1462.0,Urb,
65270,31,1,Sim,Sim,677.0,Urb,Urb
65271,31,1,Não,,1108.0,,
65272,31,1,Não,,1541.0,,
65273,31,1,Não,,1600.0,,
65274,31,1,Não,,957.0,,
65275,31,1,Sim,Sim,270.0,Urb,Urb
65276,31,1,Não,,762.0,,
65277,31,1,Não,,1612.0,,
65278,31,1,Sim,Sim,782.0,Urb,Urb
65279,31,1,Sim,Sim,74.0,Urb,Urb
65280,31,1,Sim,Sim,504.0,Urb,Urb
65281,31,1,Não,,792.0,,
65282,31,1,Não,,262.0,,
65284,31,1,Sim,Não,542.0,Urb,
65285,31,1,Não,,300.0,,
65286,31,1,Sim,Sim,241.0,Urb,Urb
65287,31,1,Não,,1008.0,,
65288,31,1,Não,,1448.0,,
65289,31,1,Não,,1312.0,,
65290,31,1,Não,,724.0,,
65291,31,1,Não,,500.0,,
65292,31,1,Sim,Sim,923.0,Urb,Urb
65293,31,1,Sim,Não,323.0,Urb,
65296,31,8,Não,,949.0,,
65297,31,8,Não,,482.0,,
65300,31,8,Não,,962.0,,
65302,31,8,Não,,1374.0,,
65303,31,8,Sim,Sim,616.0,Rur,Rur
65304,31,8,Sim,Sim,724.0,Rur,Rur
65305,31,8,Não,,2500.0,,
65307,31,8,Sim,Sim,825.0,Rur,Rur
65308,31,8,Não,,562.0,,
65309,31,8,Não,,1000.0,,
65310,31,8,Não,,217.0,,
65313,31,1,Sim,Não,6950.0,Urb,
65315,31,1,Não,,10000.0,,
65317,31,1,Sim,Não,1448.0,Urb,
65318,31,1,Sim,Sim,3500.0,Urb,Urb
65319,31,1,Não,,807.0,,
65320,31,1,Sim,Não,7400.0,Urb,
65321,31,1,Sim,Não,1168.0,Urb,
65322,31,1,Sim,Não,2800.0,Urb,
65323,31,1,Sim,Sim,3500.0,Urb,Urb
65324,31,1,Não,,5000.0,,
65325,31,1,Sim,Não,1362.0,Urb,
65326,31,1,Sim,Sim,500.0,Urb,Urb
65329,31,1,Não,,336.0,,
65330,31,1,Sim,Sim,1466.0,Urb,Urb
65331,31,1,Sim,Sim,700.0,Urb,Urb
65332,31,1,Não,,800.0,,
65333,31,1,Sim,Sim,1600.0,Urb,Urb
65334,31,1,Não,,724.0,,
65336,31,1,Sim,Não,1766.0,Urb,
65338,31,1,Sim,Sim,1700.0,Urb,Urb
65341,31,1,Não,,556.0,,
65342,31,1,Não,,600.0,,
65343,31,1,Sim,Sim,988.0,Urb,Urb
65345,31,1,Sim,Sim,350.0,Urb,Urb
65346,31,1,Não,,708.0,,
65347,31,1,Não,,874.0,,
65348,31,1,Sim,Sim,508.0,Urb,Urb
65349,31,1,Não,,1000.0,,
65350,31,1,Sim,Não,581.0,Urb,
65351,31,1,Não,,619.0,,
65352,31,1,Sim,Não,2200.0,Urb,
65353,31,1,Não,,5414.0,,
65354,31,1,Sim,Sim,917.0,Urb,Urb
65355,31,1,Sim,Sim,181.0,Urb,Urb
65356,31,1,Sim,Não,1196.0,Urb,
65357,31,1,Sim,Não,525.0,Urb,
65359,31,1,Não,,517.0,,
65360,31,1,Sim,Sim,1000.0,Urb,Urb
65361,31,1,Sim,Sim,443.0,Urb,Urb
65362,31,1,Sim,Não,853.0,Urb,
65363,31,1,Sim,Não,850.0,Urb,
65364,31,1,Sim,Não,1795.0,Urb,
65365,31,1,Sim,Sim,1237.0,Urb,Urb
65366,31,1,Sim,Não,100.0,Urb,
65367,31,1,Sim,Sim,1025.0,Urb,Urb
65368,31,1,Sim,Sim,889.0,Urb,Urb
65369,31,1,Sim,Não,379.0,Urb,
65371,31,1,Sim,Não,1126.0,Urb,
65372,31,1,Sim,Não,1540.0,Urb,
65373,31,1,Sim,Não,2050.0,Urb,
65374,31,1,Sim,Sim,464.0,Urb,Urb
65376,31,1,Sim,Sim,1149.0,Urb,Urb
65378,31,1,Sim,Sim,2012.0,Urb,Urb
65379,31,1,Sim,Não,1000.0,Urb,
65380,31,1,Sim,Não,655.0,Urb,
65381,31,1,Não,,138.0,,
65383,31,1,Sim,Não,1266.0,Urb,
65384,31,1,Não,,1124.0,,
65385,31,1,Não,,722.0,,
65386,31,1,Sim,Não,0.0,Urb,
65387,31,1,Sim,Sim,500.0,Urb,Urb
65388,31,1,Sim,Sim,1100.0,Urb,Urb
65389,31,1,Não,,850.0,,
65390,31,1,Sim,Sim,1333.0,Urb,Urb
65392,31,1,Sim,Sim,695.0,Urb,Urb
65393,31,1,Não,,537.0,,
65394,31,1,Não,,906.0,,
65395,31,1,Sim,Sim,666.0,Urb,Urb
65396,31,1,Não,,1448.0,,
65397,31,1,Não,,550.0,,
65399,31,1,Não,,762.0,,
65400,31,1,Sim,Não,1750.0,Urb,
65401,31,1,Não,,612.0,,
65402,31,1,Sim,Não,1500.0,Urb,
65403,31,1,Não,,1000.0,,
65404,31,1,Não,,837.0,,
65405,31,1,Sim,Não,773.0,Urb,
65406,31,1,Sim,Sim,735.0,Urb,Urb
65407,31,1,Sim,Sim,802.0,Urb,Urb
65408,31,1,Sim,Não,792.0,Urb,
65409,31,1,Não,,724.0,,
65410,31,1,Não,,650.0,,
65411,31,1,Sim,Não,1767.0,Urb,
65412,31,1,Sim,Sim,50.0,Urb,Urb
65413,31,1,Não,,1375.0,,
65414,31,1,Sim,Não,826.0,Urb,
65415,31,1,Sim,Sim,400.0,Urb,Urb
65416,31,1,Sim,Sim,1408.0,Urb,Urb
65417,31,1,Sim,Não,674.0,Urb,
65418,31,1,Sim,Não,1175.0,Urb,
65419,31,1,Não,,1500.0,,
65420,31,1,Não,,1448.0,,
65421,31,1,Não,,2037.0,,
65422,31,1,Sim,Sim,624.0,Urb,Urb
65424,31,1,Sim,Não,495.0,Urb,
65425,31,1,Não,,642.0,,
65426,31,1,Sim,Sim,1033.0,Urb,Urb
65427,31,1,Sim,Sim,1074.0,Urb,Urb
65428,31,1,Sim,Sim,308.0,Urb,Urb
65429,31,1,Não,,575.0,,
65430,31,1,Sim,Não,6400.0,Urb,
65431,31,1,Não,,912.0,,
65432,31,1,Não,,664.0,,
65433,31,1,Não,,1017.0,,
65434,31,1,Sim,Sim,341.0,Urb,Urb
65435,31,1,Sim,Sim,996.0,Urb,Urb
65436,31,1,Não,,680.0,,
65437,31,8,Sim,Sim,866.0,Rur,Rur
65438,31,8,Não,,741.0,,
65440,31,8,Sim,Sim,283.0,Rur,Rur
65443,31,8,Não,,500.0,,
65444,31,8,Não,,724.0,,
65445,31,8,Sim,Sim,982.0,Rur,Rur
65447,31,8,Não,,425.0,,
65448,31,8,Não,,308.0,,
65450,31,8,Não,,56.0,,
65452,31,1,Não,,724.0,,
65453,31,1,Não,,313.0,,
65454,31,1,Não,,0.0,,
65455,31,1,Sim,Sim,2066.0,Urb,Urb
65456,31,1,Sim,Sim,1641.0,Urb,Urb
65457,31,1,Sim,Sim,450.0,Urb,Urb
65458,31,1,Sim,Sim,1705.0,Urb,Urb
65459,31,1,Não,,500.0,,
65460,31,1,Sim,Não,417.0,Urb,
65461,31,1,Não,,812.0,,
65462,31,1,Não,,340.0,,
65463,31,1,Sim,Sim,400.0,Urb,Urb
65464,31,1,Sim,Sim,862.0,Urb,Urb
65466,31,1,Não,,293.0,,
65467,31,1,Não,,1224.0,,
65468,31,1,Sim,Não,485.0,Urb,
65470,31,1,Sim,Sim,1582.0,Urb,Urb
65473,31,1,Sim,Não,1474.0,Urb,
65474,31,1,Sim,Não,500.0,Urb,
65476,31,1,Não,,1448.0,,
65478,31,1,Não,,1624.0,,
65479,31,1,Sim,Não,1708.0,Urb,
65480,31,1,Sim,Sim,3375.0,Urb,Urb
65481,31,1,Sim,Não,324.0,Urb,
65482,31,1,Não,,747.0,,
65483,31,1,Sim,Sim,3500.0,Urb,Urb
65484,31,1,Sim,Não,1700.0,Urb,
65485,31,1,Não,,1500.0,,
65486,31,1,Não,,2772.0,,
65488,31,1,Não,,1612.0,,
65489,31,1,Não,,482.0,,
65490,31,1,Sim,Sim,829.0,Urb,Urb
65491,31,1,Sim,Não,1530.0,Urb,
65492,31,1,Não,,706.0,,
65493,31,1,Não,,849.0,,
65494,31,1,Não,,962.0,,
65495,31,1,Sim,Não,541.0,Urb,
65497,31,1,Não,,649.0,,
65498,31,1,Sim,Não,450.0,Urb,
65499,31,1,Não,,1500.0,,
65500,31,1,Sim,Não,1290.0,Urb,
65501,31,1,Não,,720.0,,
65502,31,1,Sim,Sim,0.0,Urb,Urb
65503,31,1,Sim,Não,1206.0,Urb,
65504,31,1,Sim,Não,1350.0,Urb,
65505,31,1,Sim,Sim,504.0,Urb,Urb
65507,31,1,Não,,383.0,,
65508,31,1,Não,,1359.0,,
65509,31,1,Não,,724.0,,
65511,31,1,Sim,Não,686.0,Urb,
65512,31,1,Sim,Não,1875.0,Urb,
65513,31,1,Não,,433.0,,
65514,31,1,Sim,Sim,966.0,Urb,Urb
65515,31,1,Sim,Não,933.0,Urb,
65516,31,1,Sim,Não,3800.0,Urb,
65517,31,1,Não,,522.0,,
65518,31,1,Sim,Não,1950.0,Urb,
65519,31,1,Sim,Não,866.0,Urb,
65520,31,1,Não,,608.0,,
65521,31,1,Não,,724.0,,
65522,31,1,Sim,Não,993.0,Urb,
65523,31,1,Sim,Sim,738.0,Urb,Urb
65524,31,1,Sim,Não,481.0,Urb,
65525,31,1,Sim,Não,5600.0,Urb,
65526,31,1,Não,,1666.0,,
65527,31,1,Não,,500.0,,
65528,31,1,Sim,Sim,1441.0,Urb,Urb
65530,31,1,Não,,781.0,,
65531,31,1,Sim,Não,0.0,Urb,
65533,31,1,Não,,1448.0,,
65534,31,1,Sim,Não,675.0,Urb,
65536,31,1,Sim,Não,508.0,Urb,
65537,31,1,Não,,225.0,,
65538,31,1,Não,,501.0,,
65539,31,1,Sim,Não,543.0,Urb,
65540,31,1,Sim,Sim,1556.0,Urb,Urb
65541,31,1,Não,,643.0,,
65542,31,1,Não,,724.0,,
65543,31,1,Sim,Não,1262.0,Urb,
65544,31,1,Sim,Não,2062.0,Urb,
65545,31,1,Sim,Não,1250.0,Urb,
65546,31,1,Não,,724.0,,
65547,31,1,Sim,Não,1500.0,Urb,
65548,31,1,Não,,434.0,,
65549,31,1,Sim,Não,2041.0,Urb,
65550,31,1,Não,,724.0,,
65551,31,1,Sim,Não,380.0,Urb,
65552,31,1,Não,,724.0,,
65553,31,1,Não,,1224.0,,
65554,31,1,Não,,1300.0,,
65556,31,1,Sim,Sim,1379.0,Urb,Urb
65557,31,1,Não,,638.0,,
65559,31,1,Não,,236.0,,
65560,31,1,Sim,Sim,204.0,Urb,Urb
65562,31,1,Não,,112.0,,
65563,31,1,Não,,1574.0,,
65565,31,1,Não,,724.0,,
65566,31,1,Não,,278.0,,
65568,31,1,Sim,Sim,409.0,Urb,Urb
65570,31,1,Sim,Sim,241.0,Urb,Urb
65571,31,1,Sim,Sim,510.0,Urb,Urb
65572,31,1,Sim,Não,724.0,Urb,
65573,31,1,Não,,788.0,,
65575,31,1,Sim,Não,331.0,Urb,
65576,31,1,Sim,Não,2733.0,Urb,
65577,31,1,Sim,Não,4481.0,Urb,
65578,31,1,Sim,Não,1000.0,Urb,
65579,31,1,Não,,737.0,,
65580,31,1,Sim,Não,4333.0,Urb,
65581,31,1,Não,,1744.0,,
65583,31,1,Sim,Não,445.0,Urb,
65584,31,1,Não,,1612.0,,
65585,31,1,Sim,Não,541.0,Urb,
65586,31,1,Não,,962.0,,
65587,31,1,Não,,1184.0,,
65588,31,1,Sim,Não,936.0,Urb,
65589,31,1,Não,,905.0,,
65590,31,1,Sim,Não,708.0,Urb,
65591,31,1,Sim,Não,225.0,Urb,
65592,31,1,Não,,1086.0,,
65593,31,1,Não,,1950.0,,
65594,31,1,Não,,774.0,,
65595,31,1,Sim,Sim,1350.0,Urb,Urb
65596,31,1,Não,,524.0,,
65597,31,1,Sim,Sim,775.0,Urb,Urb
65599,31,1,Não,,724.0,,
65600,31,1,Sim,Sim,1325.0,Urb,Urb
65601,31,1,Não,,1448.0,,
65602,31,1,Sim,Não,801.0,Urb,
65603,31,1,Sim,Não,4700.0,Urb,
65604,31,1,Não,,461.0,,
65605,31,1,Não,,516.0,,
65606,31,1,Não,,416.0,,
65608,31,1,Não,,370.0,,
65609,31,1,Não,,355.0,,
65610,31,1,Sim,Não,212.0,Urb,
65611,31,1,Sim,Sim,480.0,Urb,Urb
65612,31,1,Não,,256.0,,
65613,31,1,Não,,487.0,,
65616,31,1,Não,,49.0,,
65617,31,1,Não,,774.0,,
65618,31,1,Sim,Não,833.0,Urb,
65619,31,1,Sim,Sim,590.0,Urb,Urb
65620,31,1,Sim,Sim,864.0,Urb,Urb
65621,31,1,Não,,724.0,,
65622,31,1,Sim,Sim,2231.0,Urb,Urb
65623,31,1,Sim,Sim,2318.0,Urb,Urb
65624,31,1,Não,,524.0,,
65625,31,1,Não,,1448.0,,
65626,31,1,Sim,Sim,1333.0,Urb,Urb
65627,31,1,Sim,Não,1077.0,Urb,
65628,31,1,Não,,1562.0,,
65629,31,1,Não,,900.0,,
65630,31,1,Sim,Não,1256.0,Urb,
65631,31,1,Não,,512.0,,
65632,31,1,Sim,Não,764.0,Urb,
65633,31,1,Não,,214.0,,
65634,31,1,Sim,Não,400.0,Urb,
65635,31,1,Sim,Sim,870.0,Urb,Urb
65636,31,1,Sim,Sim,1600.0,Urb,Urb
65637,31,1,Não,,362.0,,
65638,31,1,Não,,742.0,,
65639,31,1,Sim,Não,1089.0,Urb,
65640,31,1,Sim,Sim,541.0,Urb,Urb
65641,31,1,Sim,Sim,1250.0,Urb,Urb
65643,31,1,Sim,Sim,1006.0,Urb,Urb
65644,31,1,Não,,724.0,,
65645,31,1,Não,,4500.0,,
65646,31,1,Não,,531.0,,
65647,31,1,Sim,Sim,381.0,Urb,Urb
65649,31,1,Sim,Sim,2975.0,Urb,Urb
65650,31,1,Sim,Não,12000.0,Urb,
65653,31,1,Sim,Sim,5166.0,Urb,Urb
65654,31,1,Sim,Sim,3500.0,Urb,Urb
65655,31,1,Sim,Não,7800.0,Urb,
65656,31,1,Sim,Sim,4940.0,Urb,Urb
65658,31,1,Não,,7086.0,,
65659,31,1,Sim,Sim,5687.0,Urb,Urb
65660,31,1,Não,,8350.0,,
65661,31,1,Sim,Não,4344.0,Urb,
65662,31,1,Sim,Não,1999.0,Urb,
65665,31,1,Sim,Não,3500.0,Urb,
65666,31,1,Sim,Não,2333.0,Urb,
65668,31,1,Sim,Sim,6229.0,Urb,Urb
65671,31,1,Sim,Sim,779.0,Urb,Urb
65672,31,1,Sim,Não,1067.0,Urb,
65674,31,1,Sim,Sim,3760.0,Urb,Urb
65675,31,1,Sim,Não,2950.0,Urb,
65677,31,1,Sim,Sim,2000.0,Urb,Urb
65680,31,1,Sim,Sim,5421.0,Urb,Urb
65681,31,1,Sim,Sim,3087.0,Urb,Urb
65682,31,1,Sim,Sim,1883.0,Urb,Urb
65684,31,1,Sim,Sim,1075.0,Urb,Urb
65685,31,1,Sim,Sim,3895.0,Urb,Urb
65686,31,1,Não,,5200.0,,
65687,31,1,Sim,Não,8000.0,Urb,
65688,31,1,Sim,Sim,15500.0,Urb,Urb
65690,31,1,Sim,Sim,5000.0,Urb,Urb
