,Estado,Situação Sensitária,Acesso a internet em casa,Acesso através de 3g ou 4g,Renda domiciliar mensal per capita,Movel_Total,Fixa_Total
104769,35,1,Sim,Sim,686.0,Urb,Urb
104770,35,1,Não,,900.0,,
104771,35,1,Não,,362.0,,
104775,35,1,Sim,Sim,283.0,Urb,Urb
104776,35,1,Sim,Sim,1087.0,Urb,Urb
104777,35,1,Não,,1200.0,,
104778,35,1,Sim,Sim,950.0,Urb,Urb
104779,35,1,Sim,Sim,140.0,Urb,Urb
104780,35,1,Sim,Não,3875.0,Urb,
104781,35,1,Sim,Sim,2166.0,Urb,Urb
104782,35,1,Sim,Sim,2066.0,Urb,Urb
104783,35,1,Sim,Não,3950.0,Urb,
104784,35,1,Sim,Sim,1940.0,Urb,Urb
104785,35,1,Sim,Não,1600.0,Urb,
104786,35,1,Sim,Não,1000.0,Urb,
104788,35,1,Sim,Sim,2000.0,Urb,Urb
104789,35,1,Sim,Sim,1880.0,Urb,Urb
104790,35,1,Sim,Sim,3900.0,Urb,Urb
104791,35,1,Sim,Sim,533.0,Urb,Urb
104792,35,1,Sim,Não,981.0,Urb,
104793,35,1,Sim,Não,1125.0,Urb,
104794,35,1,Sim,Sim,1125.0,Urb,Urb
104796,35,1,Sim,Sim,2750.0,Urb,Urb
104797,35,1,Sim,Sim,1298.0,Urb,Urb
104798,35,1,Sim,Não,776.0,Urb,
104800,35,1,Sim,Sim,5500.0,Urb,Urb
104802,35,1,Sim,Sim,1400.0,Urb,Urb
104803,35,1,Sim,Não,1462.0,Urb,
104804,35,1,Sim,Sim,1613.0,Urb,Urb
104805,35,1,Não,,812.0,,
104806,35,1,Não,,724.0,,
104807,35,1,Sim,Sim,4750.0,Urb,Urb
104808,35,1,Não,,1150.0,,
104809,35,1,Sim,Sim,3680.0,Urb,Urb
104810,35,1,Sim,Não,1166.0,Urb,
104811,35,1,Sim,Sim,1875.0,Urb,Urb
104813,35,1,Não,,608.0,,
104814,35,1,Não,,725.0,,
104816,35,1,Sim,Não,335.0,Urb,
104817,35,1,Sim,Não,585.0,Urb,
104818,35,1,Não,,762.0,,
104820,35,1,Não,,3173.0,,
104822,35,1,Sim,Sim,1400.0,Urb,Urb
104825,35,1,Não,,800.0,,
104827,35,1,Não,,1200.0,,
104829,35,1,Não,,362.0,,
104831,35,1,Sim,Não,2000.0,Urb,
104833,35,1,Sim,Sim,261.0,Urb,Urb
104834,35,1,Sim,Sim,1500.0,Urb,Urb
104836,35,1,Não,,3000.0,,
104837,35,1,Sim,Não,952.0,Urb,
104838,35,1,Não,,781.0,,
104839,35,1,Não,,1750.0,,
104840,35,1,Não,,364.0,,
104841,35,1,Sim,Sim,1000.0,Urb,Urb
104842,35,1,Sim,Sim,512.0,Urb,Urb
104844,35,1,Sim,Sim,1200.0,Urb,Urb
104845,35,1,Sim,Sim,362.0,Urb,Urb
104846,35,1,Sim,Sim,266.0,Urb,Urb
104848,35,1,Sim,Sim,706.0,Urb,Urb
104850,35,1,Sim,Sim,800.0,Urb,Urb
104851,35,1,Sim,Sim,257.0,Urb,Urb
104852,35,1,Não,,362.0,,
104853,35,1,Não,,1580.0,,
104854,35,1,Não,,900.0,,
104856,35,1,Não,,662.0,,
104857,35,1,Sim,Não,497.0,Urb,
104858,35,1,Sim,Sim,958.0,Urb,Urb
104859,35,1,Sim,Sim,300.0,Urb,Urb
104860,35,1,Não,,750.0,,
104861,35,1,Não,,781.0,,
104862,35,1,Não,,900.0,,
104863,35,1,Sim,Sim,0.0,Urb,Urb
104864,35,1,Não,,300.0,,
104865,35,1,Sim,Sim,880.0,Urb,Urb
104866,35,1,Não,,428.0,,
104867,35,1,Sim,Não,1014.0,Urb,
104869,35,1,Sim,Sim,3750.0,Urb,Urb
104870,35,1,Não,,3248.0,,
104871,35,1,Sim,Não,3150.0,Urb,
104873,35,1,Sim,Sim,1525.0,Urb,Urb
104874,35,1,Sim,Sim,1733.0,Urb,Urb
104875,35,1,Sim,Não,2900.0,Urb,
104877,35,1,Sim,Não,2166.0,Urb,
104880,35,1,Sim,Não,1400.0,Urb,
104881,35,1,Não,,1183.0,,
104883,35,1,Sim,Sim,575.0,Urb,Urb
104885,35,1,Sim,Sim,1590.0,Urb,Urb
104887,35,1,Sim,Sim,599.0,Urb,Urb
104888,35,1,Sim,Não,734.0,Urb,
104889,35,1,Não,,3500.0,,
104890,35,1,Sim,Sim,600.0,Urb,Urb
104891,35,1,Não,,800.0,,
104892,35,1,Sim,Sim,608.0,Urb,Urb
104894,35,1,Sim,Sim,862.0,Urb,Urb
104895,35,1,Não,,625.0,,
104897,35,1,Sim,Sim,656.0,Urb,Urb
104898,35,1,Não,,500.0,,
104899,35,1,Sim,Não,100.0,Urb,
104900,35,1,Sim,Sim,156.0,Urb,Urb
104901,35,1,Sim,Não,583.0,Urb,
104902,35,1,Sim,Sim,1100.0,Urb,Urb
104903,35,1,Não,,550.0,,
104904,35,1,Sim,Sim,1300.0,Urb,Urb
104906,35,1,Sim,Não,512.0,Urb,
104907,35,1,Sim,Sim,1159.0,Urb,Urb
104908,35,1,Sim,Sim,2000.0,Urb,Urb
104909,35,1,Sim,Sim,1250.0,Urb,Urb
104910,35,1,Sim,Sim,1200.0,Urb,Urb
104911,35,1,Sim,Sim,1371.0,Urb,Urb
104912,35,1,Não,,425.0,,
104913,35,1,Não,,241.0,,
104914,35,1,Não,,449.0,,
104915,35,1,Sim,Não,762.0,Urb,
104916,35,1,Sim,Sim,175.0,Urb,Urb
104917,35,1,Sim,Não,274.0,Urb,
104919,35,1,Sim,Sim,2000.0,Urb,Urb
104921,35,1,Sim,Sim,9166.0,Urb,Urb
104922,35,1,Sim,Não,2250.0,Urb,
104923,35,1,Sim,Não,10500.0,Urb,
104924,35,1,Sim,Sim,2500.0,Urb,Urb
104925,35,1,Sim,Não,3808.0,Urb,
104926,35,1,Sim,Sim,2125.0,Urb,Urb
104927,35,1,Sim,Sim,3408.0,Urb,Urb
104928,35,1,Sim,Sim,3900.0,Urb,Urb
104929,35,1,Sim,Sim,2000.0,Urb,Urb
104930,35,1,Sim,Sim,3633.0,Urb,Urb
104931,35,1,Sim,Sim,2250.0,Urb,Urb
104936,35,1,Sim,Sim,16000.0,Urb,Urb
104937,35,1,Sim,Sim,875.0,Urb,Urb
104939,35,1,Sim,Sim,2500.0,Urb,Urb
104940,35,1,Sim,Não,2333.0,Urb,
104941,35,1,Sim,Sim,3500.0,Urb,Urb
104942,35,1,Não,,1600.0,,
104943,35,1,Não,,724.0,,
104944,35,1,Sim,Sim,225.0,Urb,Urb
104946,35,1,Não,,1300.0,,
104947,35,1,Sim,Não,1030.0,Urb,
104948,35,1,Não,,716.0,,
104949,35,1,Sim,Sim,483.0,Urb,Urb
104950,35,1,Sim,Sim,3500.0,Urb,Urb
104951,35,1,Sim,Não,1500.0,Urb,
104953,35,1,Não,,2500.0,,
104954,35,1,Não,,615.0,,
104956,35,1,Sim,Sim,388.0,Urb,Urb
104957,35,1,Sim,Sim,850.0,Urb,Urb
104958,35,1,Não,,454.0,,
104959,35,1,Não,,357.0,,
104960,35,1,Sim,Sim,905.0,Urb,Urb
104961,35,1,Sim,Não,335.0,Urb,
104962,35,1,Não,,1312.0,,
104963,35,1,Sim,Sim,1833.0,Urb,Urb
104964,35,1,Não,,933.0,,
104965,35,1,Não,,733.0,,
104966,35,1,Não,,887.0,,
104967,35,1,Sim,Não,833.0,Urb,
104968,35,1,Não,,1500.0,,
104969,35,1,Não,,1700.0,,
104970,35,1,Não,,400.0,,
104971,35,1,Não,,146.0,,
104972,35,1,Sim,Sim,254.0,Urb,Urb
104973,35,1,Sim,Não,625.0,Urb,
104974,35,1,Sim,Sim,733.0,Urb,Urb
104975,35,1,Não,,686.0,,
104976,35,1,Sim,Não,776.0,Urb,
104977,35,1,Sim,Não,730.0,Urb,
104978,35,1,Sim,Não,475.0,Urb,
104979,35,1,Não,,744.0,,
104980,35,1,Sim,Sim,818.0,Urb,Urb
104981,35,1,Sim,Sim,1400.0,Urb,Urb
104982,35,1,Sim,Não,666.0,Urb,
104983,35,1,Sim,Sim,1241.0,Urb,Urb
104985,35,1,Não,,862.0,,
104986,35,1,Não,,716.0,,
104988,35,1,Sim,Não,975.0,Urb,
104989,35,1,Sim,Não,1157.0,Urb,
104990,35,1,Sim,Sim,1066.0,Urb,Urb
104991,35,1,Sim,Sim,1300.0,Urb,Urb
104992,35,1,Sim,Sim,1500.0,Urb,Urb
104993,35,1,Sim,Não,966.0,Urb,
104994,35,1,Não,,908.0,,
104996,35,1,Sim,Sim,666.0,Urb,Urb
104997,35,1,Sim,Sim,700.0,Urb,Urb
104998,35,1,Sim,Não,2116.0,Urb,
104999,35,1,Não,,356.0,,
105000,35,1,Sim,Sim,309.0,Urb,Urb
105003,35,1,Sim,Não,859.0,Urb,
105004,35,1,Não,,880.0,,
105005,35,1,Sim,Não,2000.0,Urb,
105006,35,1,Sim,Não,933.0,Urb,
105007,35,1,Não,,580.0,,
105008,35,1,Sim,Não,455.0,Urb,
105009,35,1,Sim,Sim,790.0,Urb,Urb
105010,35,1,Não,,724.0,,
105011,35,1,Sim,Não,1125.0,Urb,
105012,35,1,Sim,Não,2100.0,Urb,
105013,35,1,Não,,757.0,,
105014,35,1,Sim,Sim,1762.0,Urb,Urb
105015,35,1,Não,,724.0,,
105016,35,1,Sim,Não,1000.0,Urb,
105017,35,1,Sim,Sim,578.0,Urb,Urb
105018,35,1,Sim,Não,2100.0,Urb,
105019,35,1,Não,,400.0,,
105020,35,1,Sim,Sim,460.0,Urb,Urb
105021,35,1,Sim,Sim,828.0,Urb,Urb
105023,35,1,Sim,Sim,750.0,Urb,Urb
105024,35,1,Sim,Sim,1225.0,Urb,Urb
105025,35,1,Sim,Sim,741.0,Urb,Urb
105026,35,1,Sim,Sim,0.0,Urb,Urb
105027,35,1,Não,,724.0,,
105028,35,1,Sim,Sim,1631.0,Urb,Urb
105030,35,1,Sim,Sim,1000.0,Urb,Urb
105036,35,1,Sim,Sim,1175.0,Urb,Urb
105037,35,1,Sim,Sim,666.0,Urb,Urb
105038,35,1,Sim,Sim,3057.0,Urb,Urb
105040,35,1,Sim,Sim,3000.0,Urb,Urb
105045,35,1,Sim,Sim,2250.0,Urb,Urb
105046,35,1,Sim,Sim,3000.0,Urb,Urb
105048,35,1,Sim,Sim,3166.0,Urb,Urb
105050,35,1,Sim,Sim,574.0,Urb,Urb
105051,35,1,Não,,1086.0,,
105052,35,1,Não,,2000.0,,
105055,35,1,Sim,Sim,3900.0,Urb,Urb
105056,35,1,Sim,Sim,1500.0,Urb,Urb
105058,35,1,Sim,Sim,3750.0,Urb,Urb
105063,35,1,Sim,Sim,875.0,Urb,Urb
105064,35,1,Sim,Sim,2000.0,Urb,Urb
105065,35,1,Sim,Sim,3666.0,Urb,Urb
105067,35,1,Sim,Sim,5400.0,Urb,Urb
105070,35,1,Não,,2000.0,,
105071,35,1,Sim,Sim,1250.0,Urb,Urb
105072,35,1,Não,,724.0,,
105073,35,1,Sim,Sim,9000.0,Urb,Urb
105075,35,1,Sim,Sim,10000.0,Urb,Urb
105076,35,1,Não,,862.0,,
105077,35,1,Sim,Sim,4350.0,Urb,Urb
105078,35,1,Sim,Sim,2750.0,Urb,Urb
105079,35,1,Sim,Sim,3041.0,Urb,Urb
105080,35,1,Sim,Sim,3500.0,Urb,Urb
105081,35,1,Sim,Sim,3000.0,Urb,Urb
105082,35,1,Não,,4500.0,,
105085,35,1,Sim,Sim,2562.0,Urb,Urb
105086,35,1,Sim,Não,984.0,Urb,
105088,35,1,Sim,Sim,375.0,Urb,Urb
105089,35,1,Sim,Sim,600.0,Urb,Urb
105090,35,1,Sim,Sim,425.0,Urb,Urb
105091,35,1,Sim,Sim,1250.0,Urb,Urb
105092,35,1,Sim,Sim,1333.0,Urb,Urb
105094,35,1,Sim,Sim,1150.0,Urb,Urb
105095,35,1,Sim,Sim,2850.0,Urb,Urb
105096,35,1,Sim,Sim,280.0,Urb,Urb
105097,35,1,Sim,Sim,5500.0,Urb,Urb
105098,35,1,Sim,Sim,625.0,Urb,Urb
105100,35,1,Sim,Sim,3862.0,Urb,Urb
105101,35,1,Sim,Sim,5000.0,Urb,Urb
105102,35,1,Sim,Sim,583.0,Urb,Urb
105104,35,1,Sim,Sim,1500.0,Urb,Urb
105105,35,1,Sim,Sim,3250.0,Urb,Urb
105107,35,1,Sim,Sim,1750.0,Urb,Urb
105108,35,1,Sim,Sim,2000.0,Urb,Urb
105109,35,1,Sim,Sim,1333.0,Urb,Urb
105110,35,1,Sim,Sim,5666.0,Urb,Urb
105111,35,1,Não,,741.0,,
105112,35,1,Sim,Sim,2300.0,Urb,Urb
105113,35,1,Não,,1000.0,,
105114,35,1,Sim,Sim,1096.0,Urb,Urb
105115,35,1,Sim,Sim,1666.0,Urb,Urb
105116,35,1,Sim,Sim,375.0,Urb,Urb
105117,35,1,Não,,724.0,,
105118,35,1,Não,,139.0,,
105119,35,1,Sim,Sim,804.0,Urb,Urb
105120,35,1,Sim,Sim,661.0,Urb,Urb
105121,35,1,Sim,Sim,266.0,Urb,Urb
105122,35,1,Não,,340.0,,
105124,35,1,Sim,Sim,1037.0,Urb,Urb
105125,35,1,Não,,333.0,,
105126,35,1,Não,,210.0,,
105127,35,1,Não,,508.0,,
105128,35,1,Não,,724.0,,
105129,35,1,Sim,Sim,747.0,Urb,Urb
105130,35,1,Sim,Não,2775.0,Urb,
105131,35,1,Não,,466.0,,
105135,35,1,Sim,Sim,2000.0,Urb,Urb
105136,35,1,Sim,Sim,1574.0,Urb,Urb
105138,35,1,Sim,Sim,656.0,Urb,Urb
105139,35,1,Sim,Sim,1033.0,Urb,Urb
105140,35,1,Sim,Sim,517.0,Urb,Urb
105141,35,1,Sim,Sim,650.0,Urb,Urb
105142,35,1,Sim,Sim,1700.0,Urb,Urb
105145,35,1,Sim,Sim,675.0,Urb,Urb
105146,35,1,Sim,Sim,1550.0,Urb,Urb
105147,35,1,Sim,Sim,1100.0,Urb,Urb
105148,35,1,Sim,Sim,1362.0,Urb,Urb
105149,35,1,Não,,724.0,,
105150,35,1,Sim,Não,982.0,Urb,
105151,35,1,Não,,800.0,,
105152,35,1,Sim,Sim,1470.0,Urb,Urb
105153,35,1,Sim,Sim,3000.0,Urb,Urb
105154,35,1,Sim,Sim,1700.0,Urb,Urb
105155,35,1,Não,,724.0,,
105156,35,1,Não,,0.0,,
105157,35,1,Sim,Sim,333.0,Urb,Urb
105158,35,1,Sim,Sim,1800.0,Urb,Urb
105161,35,1,Sim,Sim,1156.0,Urb,Urb
105162,35,1,Sim,Não,235.0,Urb,
105163,35,1,Sim,Sim,1000.0,Urb,Urb
105164,35,1,Sim,Sim,600.0,Urb,Urb
105166,35,1,Não,,1200.0,,
105167,35,1,Sim,Não,866.0,Urb,
105168,35,1,Sim,Sim,740.0,Urb,Urb
105169,35,1,Sim,Sim,1240.0,Urb,Urb
105170,35,1,Sim,Não,833.0,Urb,
105171,35,1,Sim,Sim,600.0,Urb,Urb
105174,35,1,Não,,387.0,,
105175,35,1,Sim,Não,1112.0,Urb,
105176,35,1,Sim,Não,849.0,Urb,
105177,35,1,Sim,Sim,1008.0,Urb,Urb
105178,35,1,Sim,Sim,1034.0,Urb,Urb
105179,35,1,Não,,586.0,,
105180,35,1,Sim,Sim,316.0,Urb,Urb
105181,35,1,Sim,Sim,1100.0,Urb,Urb
105182,35,1,Sim,Não,674.0,Urb,
105183,35,1,Sim,Sim,532.0,Urb,Urb
105184,35,1,Não,,625.0,,
105185,35,1,Sim,Sim,1300.0,Urb,Urb
105186,35,1,Sim,Sim,2250.0,Urb,Urb
105187,35,1,Sim,Sim,500.0,Urb,Urb
105189,35,1,Sim,Sim,362.0,Urb,Urb
105190,35,1,Sim,Sim,400.0,Urb,Urb
105192,35,1,Sim,Sim,750.0,Urb,Urb
105193,35,1,Sim,Sim,287.0,Urb,Urb
105194,35,1,Sim,Sim,762.0,Urb,Urb
105195,35,1,Sim,Sim,583.0,Urb,Urb
105196,35,1,Sim,Sim,1140.0,Urb,Urb
105198,35,1,Sim,Sim,504.0,Urb,Urb
105199,35,1,Sim,Sim,366.0,Urb,Urb
105200,35,1,Não,,770.0,,
105201,35,1,Sim,Não,346.0,Urb,
105202,35,1,Sim,Sim,274.0,Urb,Urb
105203,35,1,Não,,374.0,,
105205,35,1,Sim,Não,1024.0,Urb,
105206,35,1,Não,,800.0,,
105207,35,1,Sim,Sim,266.0,Urb,Urb
105208,35,1,Sim,Não,959.0,Urb,
105209,35,1,Sim,Sim,740.0,Urb,Urb
105210,35,1,Sim,Sim,333.0,Urb,Urb
105211,35,1,Não,,724.0,,
105212,35,1,Sim,Não,433.0,Urb,
105213,35,1,Sim,Sim,337.0,Urb,Urb
105214,35,1,Sim,Não,733.0,Urb,
105215,35,1,Sim,Não,725.0,Urb,
105216,35,1,Sim,Não,1520.0,Urb,
105217,35,1,Sim,Não,608.0,Urb,
105218,35,1,Sim,Sim,500.0,Urb,Urb
105219,35,1,Sim,Sim,833.0,Urb,Urb
105220,35,1,Sim,Não,526.0,Urb,
105222,35,1,Sim,Sim,1269.0,Urb,Urb
105223,35,1,Sim,Sim,604.0,Urb,Urb
105225,35,1,Sim,Sim,666.0,Urb,Urb
105226,35,1,Não,,800.0,,
105228,35,1,Sim,Não,3050.0,Urb,
105229,35,1,Sim,Não,966.0,Urb,
105230,35,1,Sim,Não,1760.0,Urb,
105231,35,1,Sim,Não,680.0,Urb,
105233,35,1,Sim,Sim,1000.0,Urb,Urb
105234,35,1,Sim,Sim,1098.0,Urb,Urb
105235,35,1,Sim,Não,362.0,Urb,
105237,35,1,Sim,Não,300.0,Urb,
105238,35,1,Não,,144.0,,
105239,35,1,Sim,Não,900.0,Urb,
105241,35,1,Não,,200.0,,
105242,35,1,Não,,2600.0,,
105244,35,1,Sim,Não,374.0,Urb,
105248,35,1,Sim,Não,724.0,Urb,
105250,35,1,Sim,Sim,1280.0,Urb,Urb
105253,35,1,Não,,150.0,,
105254,35,1,Sim,Sim,1375.0,Urb,Urb
105255,35,1,Sim,Não,862.0,Urb,
105258,35,1,Sim,Não,933.0,Urb,
105259,35,1,Não,,783.0,,
105260,35,1,Sim,Sim,368.0,Urb,Urb
105263,35,1,Sim,Não,1000.0,Urb,
105264,35,1,Sim,Sim,3833.0,Urb,Urb
105265,35,1,Sim,Sim,1250.0,Urb,Urb
105266,35,1,Sim,Sim,1666.0,Urb,Urb
105268,35,1,Não,,722.0,,
105270,35,1,Sim,Sim,1150.0,Urb,Urb
105271,35,1,Sim,Sim,975.0,Urb,Urb
105272,35,1,Não,,862.0,,
105274,35,1,Sim,Sim,2750.0,Urb,Urb
105276,35,1,Sim,Não,1574.0,Urb,
105277,35,1,Não,,2100.0,,
105278,35,1,Sim,Sim,2500.0,Urb,Urb
105279,35,1,Sim,Sim,1766.0,Urb,Urb
105280,35,1,Não,,250.0,,
105282,35,1,Sim,Não,2043.0,Urb,
105283,35,1,Sim,Sim,1900.0,Urb,Urb
105284,35,1,Sim,Sim,1003.0,Urb,Urb
105287,35,1,Não,,724.0,,
105290,35,1,Sim,Sim,241.0,Urb,Urb
105291,35,1,Não,,700.0,,
105292,35,1,Sim,Sim,3550.0,Urb,Urb
105295,35,1,Sim,Sim,724.0,Urb,Urb
105296,35,1,Sim,Sim,833.0,Urb,Urb
105297,35,1,Sim,Sim,2333.0,Urb,Urb
105298,35,1,Sim,Sim,1275.0,Urb,Urb
105299,35,1,Sim,Sim,522.0,Urb,Urb
105300,35,1,Sim,Sim,762.0,Urb,Urb
105301,35,1,Sim,Sim,1666.0,Urb,Urb
105302,35,1,Sim,Sim,300.0,Urb,Urb
105303,35,1,Não,,724.0,,
105304,35,1,Sim,Não,662.0,Urb,
105305,35,1,Sim,Não,400.0,Urb,
105306,35,1,Sim,Não,1812.0,Urb,
105307,35,1,Sim,Sim,1500.0,Urb,Urb
105308,35,1,Sim,Sim,431.0,Urb,Urb
105309,35,1,Sim,Sim,2333.0,Urb,Urb
105310,35,1,Sim,Sim,3000.0,Urb,Urb
105313,35,1,Sim,Sim,1394.0,Urb,Urb
105314,35,1,Sim,Sim,720.0,Urb,Urb
105315,35,1,Sim,Sim,1833.0,Urb,Urb
105316,35,1,Sim,Sim,497.0,Urb,Urb
105317,35,1,Sim,Sim,781.0,Urb,Urb
105318,35,1,Sim,Sim,1583.0,Urb,Urb
105319,35,1,Não,,574.0,,
105321,35,1,Não,,1001.0,,
105322,35,1,Sim,Sim,406.0,Urb,Urb
105324,35,1,Sim,Sim,575.0,Urb,Urb
105325,35,1,Não,,1000.0,,
105327,35,1,Não,,770.0,,
105328,35,1,Sim,Sim,1500.0,Urb,Urb
105329,35,1,Sim,Sim,105.0,Urb,Urb
105330,35,1,Sim,Sim,850.0,Urb,Urb
105331,35,1,Não,,1600.0,,
105332,35,1,Não,,1500.0,,
105333,35,1,Sim,Sim,912.0,Urb,Urb
105334,35,1,Sim,Sim,723.0,Urb,Urb
105335,35,1,Sim,Sim,1125.0,Urb,Urb
105336,35,1,Sim,Sim,875.0,Urb,Urb
105337,35,1,Sim,Sim,2500.0,Urb,Urb
105338,35,1,Sim,Não,1393.0,Urb,
105339,35,1,Sim,Sim,616.0,Urb,Urb
105340,35,1,Não,,545.0,,
105342,35,1,Sim,Não,1143.0,Urb,
105343,35,1,Sim,Sim,627.0,Urb,Urb
105344,35,1,Sim,Não,936.0,Urb,
105345,35,1,Sim,Não,1175.0,Urb,
105346,35,1,Sim,Sim,1380.0,Urb,Urb
105347,35,1,Sim,Sim,181.0,Urb,Urb
105348,35,1,Sim,Sim,1200.0,Urb,Urb
105349,35,1,Não,,462.0,,
105350,35,1,Sim,Sim,600.0,Urb,Urb
105351,35,1,Sim,Sim,655.0,Urb,Urb
105352,35,1,Sim,Não,2000.0,Urb,
105353,35,1,Sim,Não,625.0,Urb,
105354,35,1,Não,,1200.0,,
105355,35,1,Sim,Sim,362.0,Urb,Urb
105356,35,1,Não,,912.0,,
105357,35,1,Sim,Não,600.0,Urb,
105358,35,1,Sim,Sim,556.0,Urb,Urb
105359,35,1,Não,,724.0,,
105360,35,1,Sim,Não,2400.0,Urb,
105361,35,1,Sim,Sim,552.0,Urb,Urb
105362,35,1,Sim,Não,740.0,Urb,
105363,35,1,Não,,926.0,,
105364,35,1,Sim,Não,1750.0,Urb,
105365,35,1,Não,,630.0,,
105366,35,1,Sim,Sim,234.0,Urb,Urb
105367,35,1,Sim,Sim,875.0,Urb,Urb
105368,35,1,Sim,Sim,1024.0,Urb,Urb
105369,35,1,Sim,Sim,880.0,Urb,Urb
105370,35,1,Sim,Sim,431.0,Urb,Urb
105371,35,1,Sim,Sim,870.0,Urb,Urb
105372,35,1,Não,,181.0,,
105373,35,1,Sim,Não,433.0,Urb,
105376,35,1,Sim,Sim,521.0,Urb,Urb
105377,35,1,Não,,480.0,,
105378,35,1,Não,,724.0,,
105383,35,1,Sim,Sim,8000.0,Urb,Urb
105384,35,1,Sim,Sim,1750.0,Urb,Urb
105387,35,1,Sim,Sim,17000.0,Urb,Urb
105391,35,1,Sim,Sim,60000.0,Urb,Urb
105394,35,1,Sim,Sim,5000.0,Urb,Urb
105396,35,1,Sim,Sim,750.0,Urb,Urb
105399,35,1,Sim,Sim,15000.0,Urb,Urb
105400,35,1,Sim,Sim,4250.0,Urb,Urb
105404,35,1,Sim,Sim,20000.0,Urb,Urb
105411,35,1,Sim,Sim,1500.0,Urb,Urb
105414,35,1,Não,,1650.0,,
105415,35,1,Sim,Não,1800.0,Urb,
105416,35,1,Sim,Sim,4000.0,Urb,Urb
105417,35,1,Sim,Sim,15000.0,Urb,Urb
105419,35,1,Não,,875.0,,
105420,35,1,Sim,Sim,1333.0,Urb,Urb
105422,35,1,Sim,Não,3300.0,Urb,
105423,35,1,Sim,Sim,5000.0,Urb,Urb
105424,35,1,Sim,Sim,1000.0,Urb,Urb
105427,35,1,Não,,1165.0,,
105428,35,1,Sim,Não,1700.0,Urb,
105429,35,1,Sim,Sim,300.0,Urb,Urb
105430,35,1,Sim,Sim,1500.0,Urb,Urb
105431,35,1,Sim,Sim,2860.0,Urb,Urb
105432,35,1,Sim,Sim,2000.0,Urb,Urb
105434,35,1,Sim,Não,1800.0,Urb,
105435,35,1,Sim,Sim,911.0,Urb,Urb
105438,35,1,Sim,Não,1000.0,Urb,
105439,35,1,Sim,Não,925.0,Urb,
105440,35,1,Sim,Sim,2500.0,Urb,Urb
105443,35,1,Não,,1251.0,,
105444,35,1,Não,,2050.0,,
105446,35,1,Sim,Sim,1933.0,Urb,Urb
105447,35,1,Sim,Sim,2908.0,Urb,Urb
105449,35,1,Não,,1399.0,,
105450,35,1,Não,,476.0,,
105451,35,1,Não,,1250.0,,
105452,35,1,Sim,Sim,925.0,Urb,Urb
105453,35,1,Sim,Sim,650.0,Urb,Urb
105454,35,1,Sim,Não,267.0,Urb,
105455,35,1,Sim,Sim,500.0,Urb,Urb
105458,35,1,Sim,Não,750.0,Urb,
105460,35,1,Sim,Não,1500.0,Urb,
105461,35,1,Sim,Não,862.0,Urb,
105463,35,1,Não,,1448.0,,
105464,35,1,Não,,1174.0,,
105468,35,1,Sim,Não,3300.0,Urb,
105469,35,1,Sim,Não,6500.0,Urb,
105470,35,1,Não,,787.0,,
105471,35,1,Sim,Sim,716.0,Urb,Urb
105473,35,1,Sim,Sim,5250.0,Urb,Urb
105474,35,1,Sim,Sim,4250.0,Urb,Urb
105475,35,1,Sim,Não,5850.0,Urb,
105476,35,1,Não,,951.0,,
105478,35,1,Não,,600.0,,
105479,35,1,Não,,264.0,,
105481,35,1,Não,,360.0,,
105482,35,1,Sim,Sim,1150.0,Urb,Urb
105483,35,1,Sim,Sim,500.0,Urb,Urb
105485,35,1,Não,,500.0,,
105486,35,1,Não,,500.0,,
105487,35,1,Sim,Sim,900.0,Urb,Urb
105488,35,1,Sim,Sim,1000.0,Urb,Urb
105490,35,1,Sim,Sim,1000.0,Urb,Urb
105491,35,1,Sim,Sim,2980.0,Urb,Urb
105492,35,1,Não,,950.0,,
105493,35,1,Sim,Não,856.0,Urb,
105495,35,1,Não,,1400.0,,
105496,35,1,Sim,Sim,352.0,Urb,Urb
105498,35,1,Sim,Não,1325.0,Urb,
105499,35,1,Não,,962.0,,
105500,35,1,Sim,Sim,733.0,Urb,Urb
105501,35,1,Sim,Não,300.0,Urb,
105503,35,1,Não,,558.0,,
105504,35,1,Não,,1000.0,,
105505,35,1,Sim,Não,269.0,Urb,
105506,35,1,Sim,Não,1000.0,Urb,
105507,35,1,Sim,Sim,580.0,Urb,Urb
105508,35,1,Sim,Não,2350.0,Urb,
105509,35,1,Não,,1562.0,,
105510,35,1,Sim,Sim,1975.0,Urb,Urb
105511,35,1,Não,,2500.0,,
105512,35,1,Sim,Não,625.0,Urb,
105513,35,1,Sim,Não,1000.0,Urb,
105514,35,1,Sim,Não,1766.0,Urb,
105515,35,1,Sim,Não,2132.0,Urb,
105517,35,1,Sim,Não,1900.0,Urb,
105518,35,1,Sim,Não,1400.0,Urb,
105519,35,1,Não,,742.0,,
105521,35,1,Sim,Não,1333.0,Urb,
105522,35,1,Sim,Não,1200.0,Urb,
105523,35,1,Sim,Não,1266.0,Urb,
105525,35,1,Sim,Não,900.0,Urb,
105526,35,1,Sim,Não,1210.0,Urb,
105527,35,1,Sim,Não,660.0,Urb,
105528,35,1,Não,,3000.0,,
105529,35,1,Não,,724.0,,
105531,35,1,Sim,Não,4000.0,Urb,
105532,35,1,Sim,Sim,1825.0,Urb,Urb
105534,35,1,Sim,Sim,732.0,Urb,Urb
105537,35,1,Sim,Sim,1033.0,Urb,Urb
105539,35,1,Não,,2000.0,,
