,Estado,Situação Sensitária,Acesso a internet em casa,Acesso através de 3g ou 4g
80294,32,1,2.0,Não
80295,32,5,2.0,Não
80302,32,5,2.0,Sim
80303,32,5,2.0,Não
80305,32,5,2.0,Sim
80306,32,5,2.0,Sim
80308,32,5,2.0,Sim
80318,32,8,2.0,Não
80327,32,1,2.0,Sim
80329,32,1,2.0,Sim
80330,32,1,2.0,Sim
80331,32,1,2.0,Sim
80332,32,1,2.0,Sim
80339,32,8,2.0,Sim
80350,32,1,2.0,Não
80356,32,1,2.0,Não
80357,32,1,2.0,Sim
80359,32,1,2.0,Não
80360,32,1,2.0,Não
80370,32,8,2.0,Sim
80372,32,8,2.0,Sim
80381,32,8,2.0,Sim
80388,32,1,2.0,Sim
80389,32,1,2.0,Sim
80395,32,1,2.0,Não
80396,32,1,2.0,Sim
80399,32,1,2.0,Sim
80402,32,1,2.0,Sim
80403,32,1,2.0,Sim
80404,32,1,2.0,Sim
80407,32,1,2.0,Não
80410,32,1,2.0,Não
80413,32,1,2.0,Não
80423,32,1,2.0,Sim
80436,32,1,2.0,Sim
80461,32,1,2.0,Não
80466,32,1,2.0,Não
80473,32,1,2.0,Não
80480,32,1,2.0,Não
80482,32,1,2.0,Não
80490,32,1,2.0,Sim
80491,32,1,2.0,Sim
80505,32,1,2.0,Sim
80506,32,1,2.0,Sim
80508,32,1,2.0,Sim
80515,32,1,2.0,Não
80519,32,1,2.0,Não
80523,32,1,2.0,Não
80528,32,1,2.0,Sim
80529,32,1,2.0,Sim
80530,32,1,2.0,Sim
80534,32,1,2.0,Sim
80537,32,1,2.0,Não
80542,32,1,2.0,Não
80543,32,1,2.0,Sim
80545,32,1,2.0,Não
80546,32,1,2.0,Sim
80547,32,1,2.0,Sim
80548,32,1,2.0,Sim
80549,32,1,2.0,Sim
80550,32,8,2.0,Não
80552,32,8,2.0,Não
80554,32,8,2.0,Sim
80564,32,8,2.0,Sim
80573,32,8,2.0,Sim
80578,32,8,2.0,Sim
80580,32,8,2.0,Não
80585,32,8,2.0,Sim
80586,32,8,2.0,Sim
80590,32,8,2.0,Sim
80599,32,8,2.0,Sim
80600,32,8,2.0,Sim
80602,32,1,2.0,Não
80604,32,1,2.0,Não
80605,32,1,2.0,Sim
80607,32,1,2.0,Sim
80611,32,1,2.0,Sim
80612,32,1,2.0,Não
80613,32,1,2.0,Sim
80614,32,1,2.0,Sim
80616,32,1,2.0,Não
80623,32,1,2.0,Sim
80624,32,1,2.0,Sim
80625,32,1,2.0,Sim
80626,32,1,2.0,Não
80627,32,1,2.0,Sim
80628,32,1,2.0,Não
80629,32,1,2.0,Sim
80630,32,1,2.0,Sim
80632,32,1,2.0,Sim
80634,32,1,2.0,Sim
80638,32,8,2.0,Não
80644,32,8,2.0,Não
80651,32,8,2.0,Não
80653,32,8,2.0,Não
80666,32,8,2.0,Não
80671,32,1,2.0,Sim
80672,32,1,2.0,Sim
80673,32,1,2.0,Não
80674,32,1,2.0,Sim
80676,32,1,2.0,Sim
80677,32,1,2.0,Sim
80678,32,1,2.0,Sim
80679,32,1,2.0,Não
80683,32,1,2.0,Sim
80686,32,8,2.0,Sim
80690,32,8,2.0,Sim
80702,32,1,2.0,Sim
80704,32,1,2.0,Não
80705,32,1,2.0,Não
80706,32,1,2.0,Não
80707,32,1,2.0,Não
80708,32,1,2.0,Não
80709,32,1,2.0,Sim
80710,32,1,2.0,Não
80711,32,1,2.0,Não
80712,32,1,2.0,Não
80713,32,1,2.0,Não
80718,32,1,2.0,Sim
80719,32,1,2.0,Sim
80720,32,1,2.0,Sim
80723,32,1,2.0,Sim
80724,32,1,2.0,Sim
80725,32,1,2.0,Sim
80726,32,1,2.0,Sim
80727,32,1,2.0,Sim
80728,32,1,2.0,Sim
80734,32,1,2.0,Não
80735,32,1,2.0,Não
80737,32,1,2.0,Sim
80738,32,1,2.0,Sim
80739,32,1,2.0,Não
80741,32,1,2.0,Sim
80742,32,1,2.0,Sim
80743,32,1,2.0,Sim
80744,32,1,2.0,Sim
80745,32,1,2.0,Sim
80747,32,3,2.0,Sim
80749,32,3,2.0,Não
80750,32,3,2.0,Sim
80752,32,3,2.0,Sim
80753,32,3,2.0,Sim
80759,32,3,2.0,Sim
80761,32,3,2.0,Sim
80763,32,3,2.0,Sim
80766,32,3,2.0,Sim
80771,32,3,2.0,Sim
80772,32,3,2.0,Sim
80776,32,3,2.0,Sim
80777,32,3,2.0,Sim
80779,32,3,2.0,Sim
80789,32,8,2.0,Sim
80797,32,1,2.0,Sim
80799,32,1,2.0,Sim
80801,32,1,2.0,Sim
80803,32,1,2.0,Sim
80807,32,1,2.0,Sim
80812,32,1,2.0,Sim
80814,32,1,2.0,Sim
80816,32,1,2.0,Sim
80817,32,1,2.0,Sim
80818,32,1,2.0,Sim
80819,32,1,2.0,Não
80821,32,1,2.0,Sim
80822,32,1,2.0,Não
80823,32,1,2.0,Sim
80825,32,1,2.0,Sim
80826,32,1,2.0,Sim
80831,32,1,2.0,Não
80832,32,1,2.0,Não
80835,32,1,2.0,Não
80836,32,1,2.0,Não
80837,32,1,2.0,Não
80838,32,1,2.0,Não
80842,32,1,2.0,Não
80843,32,1,2.0,Não
80845,32,1,2.0,Sim
80847,32,1,2.0,Sim
80851,32,1,2.0,Sim
80854,32,1,2.0,Sim
80855,32,1,2.0,Não
80857,32,1,2.0,Sim
80858,32,1,2.0,Sim
80859,32,1,2.0,Sim
80861,32,1,2.0,Sim
80862,32,1,2.0,Não
80863,32,1,2.0,Não
80864,32,1,2.0,Não
80866,32,1,2.0,Sim
80869,32,1,2.0,Sim
80870,32,1,2.0,Sim
80871,32,1,2.0,Sim
80873,32,1,2.0,Não
80874,32,1,2.0,Não
80876,32,1,2.0,Não
80880,32,1,2.0,Sim
80881,32,1,2.0,Sim
80884,32,1,2.0,Sim
80885,32,1,2.0,Não
80887,32,1,2.0,Sim
80888,32,1,2.0,Sim
80890,32,1,2.0,Sim
80891,32,1,2.0,Sim
80892,32,1,2.0,Sim
80893,32,1,2.0,Não
80894,32,1,2.0,Sim
80896,32,1,2.0,Sim
80900,32,1,2.0,Sim
80902,32,1,2.0,Sim
80903,32,1,2.0,Sim
80904,32,1,2.0,Sim
80906,32,1,2.0,Sim
80910,32,1,2.0,Sim
80912,32,1,2.0,Sim
80916,32,1,2.0,Sim
80919,32,1,2.0,Sim
80920,32,1,2.0,Sim
80928,32,1,2.0,Sim
80931,32,1,2.0,Sim
80935,32,1,2.0,Não
80937,32,1,2.0,Não
80939,32,1,2.0,Sim
80941,32,1,2.0,Sim
80942,32,1,2.0,Sim
80943,32,1,2.0,Sim
80944,32,1,2.0,Não
80945,32,1,2.0,Não
80946,32,1,2.0,Sim
80948,32,1,2.0,Não
80949,32,1,2.0,Não
80950,32,1,2.0,Não
80951,32,1,2.0,Não
80952,32,1,2.0,Sim
80956,32,1,2.0,Sim
80958,32,1,2.0,Não
80961,32,1,2.0,Sim
80966,32,1,2.0,Sim
80971,32,1,2.0,Sim
80976,32,1,2.0,Não
80977,32,1,2.0,Não
80978,32,1,2.0,Não
80979,32,1,2.0,Sim
80982,32,1,2.0,Não
80986,32,1,2.0,Sim
80987,32,1,2.0,Não
80989,32,1,2.0,Sim
80990,32,1,2.0,Sim
80995,32,1,2.0,Sim
80996,32,1,2.0,Sim
80997,32,1,2.0,Sim
80998,32,1,2.0,Sim
80999,32,1,2.0,Não
81000,32,1,2.0,Não
81005,32,1,2.0,Sim
81006,32,1,2.0,Sim
81007,32,1,2.0,Sim
81010,32,1,2.0,Sim
81013,32,1,2.0,Não
81017,32,1,2.0,Não
81020,32,1,2.0,Não
81024,32,1,2.0,Não
81026,32,1,2.0,Não
81029,32,1,2.0,Sim
81030,32,1,2.0,Sim
81033,32,1,2.0,Não
81034,32,1,2.0,Não
81035,32,1,2.0,Não
81038,32,1,2.0,Não
81039,32,1,2.0,Não
81041,32,1,2.0,Sim
81044,32,1,2.0,Sim
81046,32,1,2.0,Sim
81048,32,1,2.0,Sim
81049,32,1,2.0,Sim
81054,32,1,2.0,Sim
81059,32,1,2.0,Sim
81060,32,1,2.0,Sim
81063,32,1,2.0,Sim
81065,32,1,2.0,Não
81066,32,1,2.0,Sim
81068,32,1,2.0,Sim
81069,32,1,2.0,Sim
81071,32,1,2.0,Sim
81072,32,2,2.0,Sim
81073,32,2,2.0,Não
81074,32,2,2.0,Sim
81075,32,2,2.0,Não
81076,32,2,2.0,Não
81078,32,2,2.0,Não
81081,32,2,2.0,Não
81082,32,2,2.0,Não
81083,32,2,2.0,Não
81086,32,2,2.0,Não
81097,32,1,2.0,Não
81100,32,1,2.0,Sim
81101,32,1,2.0,Sim
81105,32,1,2.0,Sim
81107,32,1,2.0,Sim
81110,32,1,2.0,Sim
81116,32,1,2.0,Sim
81117,32,1,2.0,Sim
81118,32,1,2.0,Sim
81123,32,1,2.0,Sim
81124,32,1,2.0,Sim
81132,32,1,2.0,Sim
81134,32,1,2.0,Não
81136,32,1,2.0,Sim
81138,32,1,2.0,Sim
81139,32,1,2.0,Sim
81142,32,1,2.0,Sim
81145,32,1,2.0,Sim
81147,32,1,2.0,Sim
81148,32,1,2.0,Sim
81149,32,1,2.0,Não
81150,32,1,2.0,Sim
81151,32,1,2.0,Sim
81154,32,1,2.0,Sim
81156,32,1,2.0,Sim
81158,32,1,2.0,Sim
81162,32,1,2.0,Sim
81164,32,1,2.0,Sim
81167,32,1,2.0,Sim
81169,32,1,2.0,Sim
81171,32,8,2.0,Sim
81173,32,8,2.0,Sim
81175,32,8,2.0,Sim
81176,32,8,2.0,Sim
81177,32,8,2.0,Sim
81179,32,8,2.0,Sim
81180,32,8,2.0,Sim
81183,32,1,2.0,Sim
81185,32,1,2.0,Sim
81186,32,1,2.0,Sim
81187,32,1,2.0,Sim
81188,32,1,2.0,Sim
81189,32,1,2.0,Sim
81190,32,1,2.0,Sim
81191,32,1,2.0,Sim
81194,32,1,2.0,Sim
81197,32,1,2.0,Sim
81199,32,1,2.0,Sim
81201,32,1,2.0,Sim
81206,32,1,2.0,Sim
81207,32,1,2.0,Sim
81208,32,1,2.0,Sim
81209,32,1,2.0,Sim
81210,32,1,2.0,Não
81216,32,1,2.0,Não
81222,32,1,2.0,Não
81224,32,1,2.0,Sim
81225,32,1,2.0,Sim
81226,32,1,2.0,Sim
81229,32,1,2.0,Sim
81231,32,1,2.0,Sim
81232,32,1,2.0,Sim
81234,32,1,2.0,Sim
81236,32,1,2.0,Sim
81238,32,1,2.0,Sim
81239,32,1,2.0,Sim
81240,32,1,2.0,Sim
81242,32,1,2.0,Sim
81246,32,1,2.0,Sim
81250,32,1,2.0,Sim
81252,32,1,2.0,Sim
81254,32,1,2.0,Sim
81255,32,1,2.0,Sim
81256,32,1,2.0,Não
81259,32,1,2.0,Sim
81264,32,1,2.0,Sim
81265,32,1,2.0,Sim
81266,32,1,2.0,Sim
81269,32,1,2.0,Sim
81273,32,1,2.0,Sim
81277,32,1,2.0,Sim
81279,32,1,2.0,Não
81280,32,1,2.0,Não
81281,32,1,2.0,Sim
81284,32,1,2.0,Sim
81285,32,1,2.0,Sim
81291,32,1,2.0,Sim
81292,32,1,2.0,Não
81293,32,1,2.0,Não
81298,32,1,2.0,Sim
81301,32,1,2.0,Sim
81302,32,1,2.0,Não
81303,32,1,2.0,Sim
81304,32,1,2.0,Sim
81305,32,1,2.0,Sim
81306,32,1,2.0,Sim
81309,32,1,2.0,Sim
81310,32,1,2.0,Sim
81315,32,1,2.0,Não
81317,32,1,2.0,Não
81318,32,1,2.0,Sim
81319,32,1,2.0,Sim
81320,32,1,2.0,Não
81322,32,1,2.0,Sim
81325,32,1,2.0,Sim
81326,32,1,2.0,Sim
81328,32,1,2.0,Sim
81330,32,1,2.0,Sim
81331,32,1,2.0,Sim
81332,32,1,2.0,Não
81333,32,1,2.0,Sim
81336,32,1,2.0,Não
81338,32,1,2.0,Sim
81339,32,1,2.0,Sim
81340,32,1,2.0,Sim
81341,32,1,2.0,Sim
81342,32,1,2.0,Sim
81343,32,1,2.0,Sim
81345,32,1,2.0,Sim
81346,32,1,2.0,Sim
81348,32,1,2.0,Sim
81350,32,1,2.0,Sim
81351,32,1,2.0,Não
81366,32,1,2.0,Sim
81368,32,1,2.0,Sim
81371,32,1,2.0,Sim
81373,32,1,2.0,Sim
81374,32,1,2.0,Sim
81375,32,1,2.0,Sim
81376,32,1,2.0,Sim
81377,32,1,2.0,Sim
81378,32,1,2.0,Sim
81379,32,1,2.0,Não
81380,32,1,2.0,Sim
81381,32,1,2.0,Sim
81383,32,1,2.0,Sim
81384,32,1,2.0,Sim
81385,32,1,2.0,Sim
81387,32,1,2.0,Sim
81388,32,1,2.0,Sim
81391,32,1,2.0,Sim
81392,32,1,2.0,Sim
81393,32,1,2.0,Sim
81397,32,1,2.0,Sim
81399,32,1,2.0,Sim
81402,32,1,2.0,Sim
81404,32,1,2.0,Sim
81405,32,1,2.0,Sim
81406,32,1,2.0,Sim
81407,32,1,2.0,Sim
81408,32,1,2.0,Sim
81409,32,1,2.0,Não
81412,32,1,2.0,Não
81413,32,1,2.0,Não
81414,32,1,2.0,Sim
81415,32,1,2.0,Sim
81417,32,1,2.0,Não
81419,32,1,2.0,Sim
81420,32,1,2.0,Sim
81425,32,1,2.0,Não
81430,32,1,2.0,Sim
81434,32,1,2.0,Sim
81436,32,1,2.0,Sim
81437,32,1,2.0,Sim
81438,32,1,2.0,Sim
81441,32,1,2.0,Sim
81443,32,1,2.0,Sim
81445,32,1,2.0,Sim
81447,32,1,2.0,Sim
81449,32,1,2.0,Não
81450,32,1,2.0,Sim
81453,32,1,2.0,Sim
81454,32,1,2.0,Sim
81457,32,1,2.0,Sim
81458,32,1,2.0,Não
81459,32,1,2.0,Sim
81462,32,1,2.0,Sim
81464,32,1,2.0,Sim
81465,32,1,2.0,Sim
81466,32,1,2.0,Sim
81468,32,1,2.0,Sim
81469,32,1,2.0,Sim
81470,32,1,2.0,Sim
81472,32,1,2.0,Sim
81473,32,1,2.0,Sim
81474,32,1,2.0,Sim
81475,32,1,2.0,Sim
81476,32,1,2.0,Sim
81477,32,1,2.0,Sim
81480,32,1,2.0,Não
81481,32,1,2.0,Não
81486,32,1,2.0,Não
81488,32,1,2.0,Não
81490,32,1,2.0,Não
81493,32,1,2.0,Não
81495,32,1,2.0,Não
81498,32,1,2.0,Sim
81501,32,1,2.0,Sim
81502,32,1,2.0,Sim
81503,32,1,2.0,Sim
81504,32,1,2.0,Sim
81506,32,1,2.0,Sim
81508,32,1,2.0,Sim
81509,32,1,2.0,Sim
81511,32,1,2.0,Sim
81514,32,1,2.0,Sim
81516,32,1,2.0,Não
81518,32,1,2.0,Não
81521,32,1,2.0,Não
81523,32,1,2.0,Não
81527,32,1,2.0,Não
81529,32,1,2.0,Não
81536,32,1,2.0,Sim
81544,32,1,2.0,Sim
81547,32,1,2.0,Sim
81548,32,1,2.0,Sim
81550,32,1,2.0,Sim
81551,32,1,2.0,Sim
81553,32,1,2.0,Sim
81554,32,1,2.0,Sim
81555,32,1,2.0,Sim
81557,32,1,2.0,Não
81558,32,1,2.0,Não
81559,32,1,2.0,Não
81560,32,1,2.0,Não
81563,32,1,2.0,Sim
81564,32,1,2.0,Não
81566,32,1,2.0,Não
81574,32,1,2.0,Não
81575,32,1,2.0,Não
81576,32,1,2.0,Não
81584,32,1,2.0,Não
81585,32,1,2.0,Não
81591,32,1,2.0,Não
81592,32,1,2.0,Sim
81593,32,1,2.0,Não
81595,32,1,2.0,Não
81596,32,1,2.0,Não
81598,32,1,2.0,Não
81599,32,1,2.0,Sim
81600,32,1,2.0,Não
81602,32,1,2.0,Não
81603,32,1,2.0,Sim
81604,32,1,2.0,Sim
81605,32,1,2.0,Sim
81606,32,1,2.0,Não
81607,32,1,2.0,Não
81609,32,1,2.0,Não
81610,32,1,2.0,Não
81611,32,1,2.0,Não
81612,32,1,2.0,Não
81614,32,1,2.0,Não
81616,32,1,2.0,Não
81618,32,1,2.0,Sim
81619,32,1,2.0,Não
81621,32,1,2.0,Não
81622,32,1,2.0,Não
81623,32,1,2.0,Não
81624,32,1,2.0,Não
81625,32,1,2.0,Não
81626,32,1,2.0,Sim
81628,32,1,2.0,Não
81629,32,1,2.0,Não
81632,32,1,2.0,Não
81633,32,1,2.0,Sim
81634,32,1,2.0,Sim
81635,32,1,2.0,Sim
81636,32,1,2.0,Sim
81639,32,1,2.0,Não
81643,32,1,2.0,Sim
81644,32,1,2.0,Sim
81648,32,1,2.0,Sim
81649,32,1,2.0,Não
81651,32,1,2.0,Não
81654,32,1,2.0,Não
81655,32,1,2.0,Não
81656,32,1,2.0,Não
81657,32,1,2.0,Não
81658,32,1,2.0,Não
81659,32,1,2.0,Sim
81662,32,1,2.0,Não
81664,32,1,2.0,Não
81665,32,1,2.0,Sim
81667,32,1,2.0,Sim
81668,32,1,2.0,Sim
81672,32,1,2.0,Sim
81673,32,1,2.0,Sim
81674,32,1,2.0,Sim
81675,32,1,2.0,Sim
81676,32,1,2.0,Não
81677,32,1,2.0,Sim
81679,32,1,2.0,Sim
81680,32,1,2.0,Sim
81681,32,1,2.0,Sim
81682,32,1,2.0,Sim
81685,32,1,2.0,Sim
81686,32,1,2.0,Sim
81688,32,1,2.0,Sim
81689,32,1,2.0,Sim
81690,32,1,2.0,Sim
81691,32,1,2.0,Sim
81693,32,1,2.0,Sim
81694,32,1,2.0,Sim
81695,32,1,2.0,Sim
81696,32,1,2.0,Sim
81697,32,1,2.0,Sim
81700,32,1,2.0,Sim
81703,32,1,2.0,Sim
81705,32,1,2.0,Não
81706,32,1,2.0,Sim
81708,32,1,2.0,Não
81713,32,1,2.0,Sim
81715,32,1,2.0,Não
81718,32,1,2.0,Não
81719,32,1,2.0,Sim
81722,32,1,2.0,Não
81724,32,1,2.0,Não
81726,32,1,2.0,Não
81728,32,1,2.0,Sim
81729,32,1,2.0,Sim
81730,32,1,2.0,Sim
81731,32,1,2.0,Não
81734,32,1,2.0,Não
81737,32,1,2.0,Não
81738,32,1,2.0,Não
81739,32,1,2.0,Sim
81740,32,1,2.0,Sim
81743,32,1,2.0,Não
81744,32,1,2.0,Não
81745,32,1,2.0,Sim
81746,32,1,2.0,Não
81747,32,1,2.0,Sim
81750,32,1,2.0,Sim
81751,32,1,2.0,Sim
81752,32,1,2.0,Não
81753,32,1,2.0,Não
81755,32,1,2.0,Não
81757,32,1,2.0,Não
81761,32,1,2.0,Sim
81762,32,1,2.0,Sim
81763,32,1,2.0,Sim
81765,32,1,2.0,Sim
81766,32,1,2.0,Sim
81767,32,1,2.0,Sim
81771,32,1,2.0,Sim
81772,32,1,2.0,Sim
81774,32,1,2.0,Sim
81775,32,1,2.0,Sim
81776,32,1,2.0,Sim
81777,32,1,2.0,Sim
81778,32,1,2.0,Sim
81780,32,1,2.0,Sim
81783,32,1,2.0,Sim
81786,32,1,2.0,Sim
81788,32,1,2.0,Sim
81789,32,1,2.0,Sim
81790,32,1,2.0,Sim
81791,32,1,2.0,Sim
81792,32,1,2.0,Sim
81794,32,1,2.0,Sim
81796,32,1,2.0,Sim
81797,32,1,2.0,Sim
81798,32,1,2.0,Sim
81799,32,1,2.0,Sim
81800,32,1,2.0,Sim
81804,32,1,2.0,Sim
81805,32,1,2.0,Sim
81806,32,1,2.0,Sim
81807,32,1,2.0,Sim
81809,32,1,2.0,Sim
81810,32,1,2.0,Sim
81812,32,1,2.0,Sim
81813,32,1,2.0,Sim
81814,32,1,2.0,Sim
81816,32,1,2.0,Não
81817,32,1,2.0,Sim
81820,32,1,2.0,Sim
81824,32,1,2.0,Sim
81827,32,1,2.0,Sim
81828,32,1,2.0,Sim
81830,32,1,2.0,Não
81832,32,1,2.0,Não
81833,32,1,2.0,Sim
81834,32,1,2.0,Sim
81835,32,1,2.0,Sim
81836,32,1,2.0,Não
81837,32,1,2.0,Sim
81839,32,1,2.0,Sim
81840,32,1,2.0,Sim
81842,32,1,2.0,Sim
81843,32,1,2.0,Sim
81844,32,1,2.0,Sim
81845,32,1,2.0,Sim
81847,32,1,2.0,Sim
81848,32,1,2.0,Não
81849,32,1,2.0,Sim
81850,32,1,2.0,Sim
81854,32,1,2.0,Não
81855,32,1,2.0,Sim
81856,32,1,2.0,Não
81858,32,1,2.0,Não
81860,32,1,2.0,Sim
81861,32,1,2.0,Não
81862,32,1,2.0,Sim
81863,32,1,2.0,Sim
81864,32,1,2.0,Não
81865,32,1,2.0,Não
81866,32,1,2.0,Sim
81867,32,1,2.0,Sim
81868,32,1,2.0,Sim
81869,32,1,2.0,Sim
81870,32,1,2.0,Sim
81871,32,1,2.0,Sim
81872,32,1,2.0,Sim
81874,32,1,2.0,Sim
81876,32,1,2.0,Não
81877,32,1,2.0,Sim
81879,32,1,2.0,Não
81880,32,1,2.0,Sim
81882,32,1,2.0,Sim
81883,32,1,2.0,Sim
81885,32,1,2.0,Sim
81887,32,1,2.0,Sim
81888,32,1,2.0,Sim
81889,32,1,2.0,Sim
81890,32,1,2.0,Sim
81892,32,1,2.0,Não
81894,32,1,2.0,Sim
81895,32,1,2.0,Sim
81896,32,1,2.0,Sim
81898,32,1,2.0,Sim
81900,32,1,2.0,Sim
81902,32,1,2.0,Sim
81903,32,1,2.0,Não
81904,32,1,2.0,Não
81907,32,1,2.0,Não
81908,32,1,2.0,Não
81909,32,1,2.0,Não
81910,32,1,2.0,Não
81912,32,1,2.0,Não
81913,32,1,2.0,Não
81915,32,1,2.0,Não
81917,32,1,2.0,Não
81920,32,1,2.0,Não
81921,32,1,2.0,Não
81925,32,1,2.0,Não
81926,32,1,2.0,Não
81927,32,1,2.0,Não
81929,32,1,2.0,Sim
81930,32,1,2.0,Sim
81931,32,1,2.0,Sim
81932,32,1,2.0,Sim
81933,32,1,2.0,Sim
81934,32,1,2.0,Não
81935,32,1,2.0,Não
81937,32,1,2.0,Não
81938,32,1,2.0,Não
81939,32,1,2.0,Não
81941,33,1,2.0,Sim
81942,33,1,2.0,Sim
81944,33,1,2.0,Sim
81945,33,1,2.0,Sim
81947,33,1,2.0,Sim
81948,33,1,2.0,Sim
81950,33,1,2.0,Não
81951,33,1,2.0,Sim
81952,33,1,2.0,Sim
81955,33,1,2.0,Sim
81956,33,1,2.0,Sim
81957,33,1,2.0,Sim
81959,33,1,2.0,Não
81961,33,1,2.0,Não
81963,33,1,2.0,Sim
81964,33,1,2.0,Sim
81967,33,1,2.0,Sim
81968,33,1,2.0,Não
81970,33,1,2.0,Sim
81982,33,1,2.0,Não
81988,33,1,2.0,Sim
81990,33,1,2.0,Sim
81991,33,1,2.0,Sim
81992,33,1,2.0,Sim
81993,33,1,2.0,Sim
81995,33,1,2.0,Sim
81996,33,1,2.0,Sim
81997,33,1,2.0,Sim
81998,33,1,2.0,Sim
82001,33,1,2.0,Sim
82002,33,1,2.0,Sim
82005,33,1,2.0,Sim
82006,33,1,2.0,Não
82008,33,1,2.0,Sim
82009,33,1,2.0,Sim
82010,33,1,2.0,Sim
82011,33,1,2.0,Não
82012,33,1,2.0,Sim
82021,33,1,2.0,Sim
82022,33,1,2.0,Sim
82023,33,1,2.0,Sim
82026,33,1,2.0,Sim
82027,33,1,2.0,Sim
82029,33,1,2.0,Sim
82031,33,1,2.0,Sim
82034,33,1,2.0,Sim
82036,33,1,2.0,Sim
82038,33,1,2.0,Sim
82040,33,1,2.0,Sim
82041,33,1,2.0,Sim
82042,33,1,2.0,Sim
82043,33,1,2.0,Sim
82044,33,1,2.0,Sim
82046,33,1,2.0,Sim
82047,33,1,2.0,Sim
82049,33,1,2.0,Sim
82050,33,1,2.0,Sim
82054,33,1,2.0,Sim
82062,33,1,2.0,Sim
82063,33,1,2.0,Sim
82064,33,1,2.0,Sim
82065,33,1,2.0,Sim
82066,33,1,2.0,Sim
82067,33,1,2.0,Sim
82070,33,1,2.0,Sim
82072,33,1,2.0,Sim
82073,33,1,2.0,Sim
82074,33,1,2.0,Sim
82076,33,1,2.0,Sim
82078,33,1,2.0,Sim
82079,33,1,2.0,Sim
82080,33,1,2.0,Sim
82081,33,1,2.0,Sim
82082,33,1,2.0,Sim
82083,33,1,2.0,Sim
82086,33,1,2.0,Sim
82088,33,1,2.0,Sim
82090,33,1,2.0,Sim
82094,33,1,2.0,Sim
82097,33,1,2.0,Sim
82099,33,1,2.0,Sim
82101,33,1,2.0,Sim
82102,33,1,2.0,Sim
82104,33,1,2.0,Sim
82110,33,1,2.0,Não
82113,33,1,2.0,Sim
82116,33,1,2.0,Sim
82117,33,1,2.0,Sim
82120,33,1,2.0,Sim
82124,33,1,2.0,Sim
82125,33,1,2.0,Sim
82127,33,1,2.0,Sim
82128,33,1,2.0,Sim
82129,33,1,2.0,Sim
82132,33,1,2.0,Sim
82133,33,1,2.0,Não
82136,33,1,2.0,Sim
82140,33,1,2.0,Sim
82141,33,1,2.0,Sim
82148,33,1,2.0,Não
82149,33,1,2.0,Sim
82150,33,1,2.0,Sim
82151,33,1,2.0,Sim
82152,33,1,2.0,Sim
82153,33,1,2.0,Sim
82154,33,1,2.0,Sim
82155,33,1,2.0,Não
82165,33,1,2.0,Sim
82167,33,1,2.0,Sim
82171,33,1,2.0,Sim
82174,33,1,2.0,Sim
82175,33,1,2.0,Sim
82176,33,1,2.0,Sim
82181,33,1,2.0,Sim
82192,33,1,2.0,Não
82206,33,1,2.0,Sim
82208,33,1,2.0,Sim
82209,33,1,2.0,Sim
82212,33,1,2.0,Sim
82214,33,1,2.0,Sim
82215,33,1,2.0,Não
82216,33,1,2.0,Sim
82219,33,1,2.0,Sim
82223,33,1,2.0,Sim
82224,33,1,2.0,Sim
82225,33,1,2.0,Sim
82227,33,1,2.0,Sim
82229,33,1,2.0,Sim
82230,33,1,2.0,Sim
82231,33,1,2.0,Sim
82233,33,1,2.0,Sim
82234,33,1,2.0,Sim
82236,33,1,2.0,Sim
82238,33,1,2.0,Sim
82240,33,1,2.0,Sim
82241,33,1,2.0,Sim
82242,33,1,2.0,Sim
82244,33,1,2.0,Sim
82257,33,1,2.0,Sim
82258,33,1,2.0,Sim
82259,33,1,2.0,Sim
82262,33,1,2.0,Sim
82267,33,1,2.0,Sim
82268,33,1,2.0,Sim
82272,33,1,2.0,Sim
82274,33,1,2.0,Sim
82280,33,1,2.0,Não
82284,33,1,2.0,Sim
82285,33,1,2.0,Sim
82337,33,1,2.0,Sim
82344,33,1,2.0,Sim
82345,33,1,2.0,Não
82347,33,1,2.0,Sim
82348,33,1,2.0,Sim
82350,33,1,2.0,Sim
82351,33,1,2.0,Sim
82352,33,1,2.0,Sim
82353,33,1,2.0,Não
82356,33,1,2.0,Sim
82357,33,1,2.0,Sim
82358,33,1,2.0,Sim
82359,33,1,2.0,Sim
82364,33,1,2.0,Sim
82368,33,1,2.0,Sim
82370,33,1,2.0,Sim
82371,33,1,2.0,Sim
82372,33,1,2.0,Sim
82374,33,1,2.0,Sim
82378,33,1,2.0,Não
82379,33,1,2.0,Sim
82380,33,1,2.0,Sim
82385,33,1,2.0,Sim
82386,33,1,2.0,Sim
82387,33,1,2.0,Sim
82388,33,1,2.0,Sim
82389,33,1,2.0,Sim
82391,33,1,2.0,Sim
82394,33,1,2.0,Sim
82400,33,1,2.0,Sim
82404,33,1,2.0,Sim
82411,33,1,2.0,Sim
82412,33,1,2.0,Não
82413,33,1,2.0,Não
82415,33,1,2.0,Sim
82418,33,1,2.0,Não
82419,33,1,2.0,Sim
82423,33,1,2.0,Sim
82424,33,1,2.0,Não
82433,33,1,2.0,Sim
82438,33,1,2.0,Sim
82440,33,1,2.0,Sim
82441,33,1,2.0,Sim
82444,33,1,2.0,Sim
82446,33,1,2.0,Não
82447,33,1,2.0,Sim
82448,33,1,2.0,Sim
82449,33,1,2.0,Sim
