,Estado,Acesso a internet em casa,Acesso através de 3g ou 4g,Acesso por banda larga,Acesso por microcomputador,Acesso por celular,Número de TV de tela fina,Número de TV de tubo,Tem TV por assinatura,Tem TV por sinal aberto
72527,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
72529,31,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0
72531,31,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0
72532,31,2.0,2.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0
72534,31,2.0,2.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0
72535,31,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
72540,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
72541,31,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0
72545,31,2.0,2.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
72546,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
72547,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
72548,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
72549,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
72550,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
72553,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
72554,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
72555,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
72556,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0
72558,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
72559,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0
72560,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0
72561,31,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
72564,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
72566,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
72573,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
72579,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
72582,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
72587,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
72601,31,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0
72602,31,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0
72603,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
72604,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
72605,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
72606,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
72608,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
72610,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
72611,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0
72614,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
72616,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
72620,31,2.0,2.0,4.0,4.0,4.0,0.0,2.0,3.0,3.0
72621,31,2.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,1.0
72622,31,2.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
72626,31,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0
72629,31,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
72630,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
72631,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
72637,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
72639,31,2.0,4.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0
72640,31,2.0,4.0,4.0,2.0,4.0,2.0,0.0,3.0,3.0
72641,31,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0
72642,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
72643,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,1.0
72645,31,2.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0
72646,31,2.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0
72647,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
72648,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
72649,31,2.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
72650,31,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0
72651,31,2.0,2.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
72653,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
72654,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
72663,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
72666,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
72668,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
72675,31,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0
72679,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
72684,31,2.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0
72685,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
72688,31,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
72695,31,2.0,4.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0
72696,31,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0
72700,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
72702,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
72705,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
72706,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0
72713,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
72715,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
72731,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
72750,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
72752,31,2.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
72753,31,2.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0
72755,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,5.0
72757,31,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
72760,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
72761,31,2.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0
72762,31,2.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,5.0
72763,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
72764,31,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0
72776,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
72777,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
72786,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
72810,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
72814,31,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
72819,31,2.0,4.0,2.0,4.0,2.0,1.0,0.0,3.0,3.0
72840,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
72843,31,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0
72845,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0
72846,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
72847,31,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0
72848,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
72850,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0
72852,31,2.0,4.0,2.0,4.0,4.0,0.0,2.0,3.0,3.0
72853,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,1.0,3.0
72854,31,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0
72855,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0
72856,31,2.0,2.0,4.0,4.0,2.0,0.0,3.0,1.0,1.0
72859,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
72862,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
72864,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
72868,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
72869,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
72872,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0
72873,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0
72878,31,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0
72879,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
72880,31,2.0,2.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0
72881,31,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
72882,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
72884,31,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
72886,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0
72887,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
72890,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
72891,31,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0
72893,31,2.0,2.0,4.0,2.0,2.0,0.0,4.0,3.0,3.0
72896,31,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
72905,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
72907,31,2.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0
72914,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0
72921,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
72932,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
72935,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
72980,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0
72984,31,2.0,4.0,2.0,2.0,4.0,0.0,4.0,3.0,3.0
72985,31,2.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0
72987,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0
72988,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
72990,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
72992,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0
72994,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
72997,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0
72998,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,5.0
73000,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0
73006,31,2.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0
73007,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0
73008,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
73009,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73010,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
73011,31,2.0,4.0,2.0,2.0,4.0,0.0,5.0,3.0,3.0
73013,31,2.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0
73014,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0
73018,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
73022,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
73028,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0
73047,31,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0
73050,31,2.0,2.0,4.0,2.0,2.0,0.0,3.0,3.0,3.0
73051,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
73052,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0
73053,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
73054,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
73055,31,2.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0
73057,31,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
73060,31,2.0,2.0,2.0,2.0,2.0,0.0,5.0,1.0,3.0
73061,31,2.0,4.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0
73062,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
73064,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0
73067,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
73069,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0
73070,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
73071,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0
73074,31,2.0,2.0,4.0,4.0,2.0,1.0,0.0,1.0,3.0
73078,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0
73080,31,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,3.0
73081,31,2.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0
73082,31,2.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0
73083,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
73085,31,2.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0
73086,31,2.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
73087,31,2.0,2.0,4.0,2.0,2.0,0.0,1.0,3.0,3.0
73089,31,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
73090,31,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0
73092,31,2.0,2.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
73093,31,2.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0
73094,31,2.0,4.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0
73096,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
73097,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
73100,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
73101,31,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,3.0
73104,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
73107,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
73110,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73111,31,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,3.0
73113,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
73116,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
73118,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
73119,31,2.0,4.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
73120,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0
73121,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
73124,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
73142,31,2.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0
73144,31,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
73147,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
73149,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
73150,31,2.0,4.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0
73154,31,2.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0
73155,31,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0
73158,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
73159,31,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
73160,31,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
73161,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
73162,31,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0
73166,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
73182,31,2.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73184,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,1.0
73186,31,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0
73189,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0
73194,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73195,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
73196,31,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0
73199,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73202,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
73204,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
73205,31,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0
73206,31,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0
73208,31,2.0,4.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0
73210,31,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0
73212,31,2.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,3.0
73213,31,2.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0
73216,31,2.0,2.0,4.0,2.0,4.0,1.0,0.0,3.0,1.0
73217,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
73219,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
73220,31,2.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0
73221,31,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
73222,31,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0
73223,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
73224,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0
73225,31,2.0,2.0,4.0,4.0,2.0,1.0,0.0,1.0,3.0
73228,31,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0
73230,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,1.0
73231,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0
73232,31,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
73233,31,2.0,4.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0
73234,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
73236,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0
73238,31,2.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0
73241,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
73242,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73244,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73246,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
73250,31,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
73254,31,2.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0
73255,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
73256,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
73258,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0
73259,31,2.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0
73261,31,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0
73264,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,1.0
73265,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
73267,31,2.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0
73275,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
73276,31,2.0,2.0,4.0,4.0,2.0,2.0,0.0,3.0,3.0
73280,31,2.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,3.0
73284,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
73286,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
73287,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0
73288,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0
73290,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73291,31,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
73292,31,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0
73295,31,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
73296,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
73297,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
73298,31,2.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,3.0
73301,31,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0
73302,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
73303,31,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
73305,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
73306,31,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0
73307,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
73308,31,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0
73309,31,2.0,2.0,4.0,2.0,4.0,2.0,0.0,1.0,1.0
73310,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
73311,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
73312,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
73313,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
73314,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
73319,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73321,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73323,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
73328,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
73329,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73332,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0
73333,31,2.0,2.0,4.0,2.0,4.0,0.0,1.0,1.0,3.0
73334,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
73336,31,2.0,2.0,4.0,2.0,2.0,0.0,1.0,3.0,3.0
73337,31,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
73339,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
73343,31,2.0,2.0,4.0,4.0,2.0,1.0,0.0,1.0,3.0
73344,31,2.0,2.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0
73346,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
73348,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0
73349,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
73351,31,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
73352,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73354,31,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0
73355,31,2.0,2.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0
73357,31,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
73361,31,2.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
73362,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
73365,31,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
73367,31,2.0,4.0,2.0,4.0,2.0,1.0,0.0,3.0,3.0
73371,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73383,31,2.0,2.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
73386,31,2.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0
73388,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
73390,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
73395,31,2.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0
73396,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0
73398,31,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
73400,31,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0
73401,31,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0
73402,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73413,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
73416,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
73420,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73423,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
73424,31,2.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0
73425,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0
73429,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
73431,31,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0
73435,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
73436,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0
73438,31,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0
73440,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
73442,31,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0
73443,31,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0
73444,31,2.0,4.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0
73445,31,2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0
73449,31,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0
